ResponseId,team_name,Issue,"basis (1 = Intuition, 2 = Theory, 3 = Sim, 4 = Data, 5 = Other)",basis_5_TEXT,model,theory,parameters,Other Entries (documents and/or previous submissions),numpred_4,OT Type,TS Type,Type Difference?,OT New Type,TS New Type,Type Difference 2.0,Type.Final,OT New Comments,TS New Comments,dr. G ruling,OT Complexity,TS Complexity,Type Difference?,OT New Complexity,TS New Complexity,Complexity Difference 2.0,Complexity.Final,OT New Comments,TS New Comments, OT Flag,TS Flag,OT.comment,TS.comment
R_OEiVNGQ3bmwWoCJ,Dutch East India Company,ideoldem,"1,2,5",previous data (patterns from other elections),"specific model; consideration is that this is an election year. Theoretical consideration is that electorate is sick of politics during pandemic, but will re-orient toward politics as the U.S. Presidential election approaches. The idea is that Democratic advantage in party support holds, though this does not necessarily mean that the Democratic Presidential candidate will win (as Democratic leaning citizens are often less likely to vote, especially if the candidate does not excite them).  However, the present model assumes the Democratic candidate will likely win and that Democratic support will hold even after the election (until after the inauguration). Republican support immediately prior and after the election will be less variable. // Note: this is not about political ideology. This is about party support. Ideology is highly contested, especially these days. Republicans are typically much more conservative/less liberal than Democrats, but what these terms means and imply has changed, and continues to change. Since Trump took over the Republican Party, some conservative Republicans would argue that conservative orientation of the party has been seriously weakened.","We used observations concerning contemporary trends involving Republicans and Democrats in the U.S. as well as a current weariness with politics among many segments of the population. The single most important theoretical consideration is the fact that 2020 is a Presidential election year, with the U.S. election sparking a good degree of political mobilization. From this perspective, and only in a very broad sense, social identity is applicable, in that context likely enhances partisanship. Other factors are the questionable track record of the current administration (with regard to COVID-19) as well as the lackluster Democratic challenger. ","We base our predictions on the general dynamic of elections, in which (a) the political mobilization of many citizens with regard to the election only occurs the during the summer or early fall; and (b) a fairly stable difference in party support that has become evident since 2017. Though it is quite possible that there will be a political leadership change [election November 2020; inauguration January 2021], this will likely entrench existing division between parties and party supporters. The number of COVID-19 deaths, and the presidential leadership during this crisis will certainly a central topic during the campaign, but the parties would have found any other topic to fight over. ",,NA,4,4,0,4,4,0,4,,,,3,1,1,3,2,1,2,Indicates a large number of parameters being factored into their model + use of past data,same as above,,,,"The participant mentioned using data  modelling with no additional parameters and pattern observation for the previous data, thus it should be moderate in complexity.  "
R_2QYQjgqRTZ5OsT9,StatFore,posaffect,4,NA,"I used the forecast package in R to run ets, auto.arima, tbats, and theta.  I then combined the results to give an estimation using equal weights.  Chances are the actual figures will be different than the point forecasts!  I haven't given confidence intervals as these are not requested.  ","None used, based purely on statistical models.",None.,,NA,3,3,0,3,3,0,3,,,,3,3,0,3,3,0,3,,,,,,
R_2QYQjgqRTZ5OsT9,StatFore,negaffect,4,NA,"I used the forecast package in R to run ets, auto.arima, tbats, and theta.  I then combined the results to give an estimation using equal weights.  Chances are the actual figures will be different than the point forecasts!  I haven't given confidence intervals as these are not requested.  ","None used, based purely on statistical models.",None.,,NA,3,3,0,3,3,0,3,,,,3,3,0,3,3,0,3,,,,,,
R_2QYQjgqRTZ5OsT9,StatFore,ideolrep,4,NA,"I used the forecast package in R to run ets, auto.arima, tbats, and theta.  I then combined the results using equal weights.",None,None,,NA,3,3,0,3,3,0,3,,,,3,3,0,3,3,0,3,,,,,,
R_2QYQjgqRTZ5OsT9,StatFore,ideoldem,4,NA,"I used the forecast package in R to run ets, auto.arima, tbats, and theta.  I then combined the results using equal weights.",None,None,,NA,3,3,0,3,3,0,3,,,,3,3,0,3,3,0,3,,,,,,
R_s85wbapOnaPy9rz,Me Myself and I,lifesat,"1,5","election season is likely to get ugly, then change after the election",NA,n/a,n/a,,2,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_s85wbapOnaPy9rz,Me Myself and I,posaffect,1,NA,NA,NA,NA,,NA,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_s85wbapOnaPy9rz,Me Myself and I,negaffect,1,NA,NA,NA,NA,,NA,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_27CEbbkAySDDU6g,The Bingo Jingoists,ideolrep,"1,4,5",Projections based on current and likely events (e.g. propensity to believe sexual assault allegations against Biden),Historical data.,Political emotivism.,NA,,NA,4,4,0,4,4,0,4,,,,1,1,0,1,1,0,1,,,,,,
R_27CEbbkAySDDU6g,The Bingo Jingoists,ideoldem,"1,4,5",Projections based on current and likely events (e.g. propensity to believe sexual assault allegations against Biden),Historical data.,Political emotivism.,NA,,NA,4,4,0,4,4,0,4,,,,1,1,0,1,1,0,1,,,,,,
R_24wV0QtBhicWuqE,CoronaSky,lifesat,"1,2",NA,NA,Research has found that large shocks to life satisfaction are (1) generally smaller than people anticipate and (2) people recover better than they anticipate. ,My own predictions about how the course of the pandemic and restrictions will play out.,,NA,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_24wV0QtBhicWuqE,CoronaSky,iasian,1,NA,NA,NA,"Just based on my perception that Asia is becoming less of a focus for this disease as it becomes endemic in the US. Also, the rhetoric around China seems to be heating up in the presidential race and may increase around November. ",,NA,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_24wV0QtBhicWuqE,CoronaSky,easian,1,NA,NA,NA,NA,,NA,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_1gu2I9N9y2P5XYo,Compassionate Values,posaffect,4,NA,Simple linear regression.,"General centralizing tendencies can predict trajectories, but are unlikely to be accurate for any one specific data point.","I didn't utilize extra variables, except the ones provided in the dataset.",,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_1gu2I9N9y2P5XYo,Compassionate Values,negaffect,4,NA,Simple linear regression.,"General centralizing tendencies can predict trajectories, but are unlikely to be accurate for any one specific data point.","I didn't utilize extra variables, except the ones provided in the dataset.",,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_1gu2I9N9y2P5XYo,Compassionate Values,polar,"1,4",NA,linear regression based on previous trends,assumed a linear trajectory,NA,,NA,4,4,0,4,4,0,4,,,,2,2,0,2,2,0,2,,,,,,
R_1gu2I9N9y2P5XYo,Compassionate Values,eafric,"1,4",NA,linear regression,assumptions of linear regression,NA,,NA,4,4,0,4,4,0,4,,,,2,2,0,2,2,0,2,,,,,,
R_8GHjs56dMRoZxmx,Bordeaux,lifesat,4,NA,Simple combination of univariate time series forecasting models,NA,NA,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_8GHjs56dMRoZxmx,Bordeaux,posaffect,4,NA,Simple combination of univariate time series forecasting models,NA,NA,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_8GHjs56dMRoZxmx,Bordeaux,negaffect,4,NA,Simple combination of univariate time series forecasting models,NA,NA,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_8GHjs56dMRoZxmx,Bordeaux,ideolrep,4,NA,Simple combination of univariate time series forecasting models,NA,NA,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_8GHjs56dMRoZxmx,Bordeaux,ideoldem,4,NA,Simple combination of univariate time series forecasting models,NA,NA,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_8GHjs56dMRoZxmx,Bordeaux,iasian,4,NA,"Simple combination of univariate time series forecasting models
",NA,NA,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_8GHjs56dMRoZxmx,Bordeaux,easian,4,NA,Simple combination of univariate time series forecasting models,NA,NA,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_8GHjs56dMRoZxmx,Bordeaux,iafric,4,NA,Simple combination of univariate time series forecasting models,NA,NA,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_8GHjs56dMRoZxmx,Bordeaux,eafric,4,NA,Simple combination of univariate time series forecasting models,NA,NA,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_8GHjs56dMRoZxmx,Bordeaux,igend,4,NA,Simple combination of univariate time series forecasting models,NA,NA,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_8GHjs56dMRoZxmx,Bordeaux,egend,4,NA,NA,NA,NA,,NA,3,3,0,3,3,0,3,,,,2,,1,2,2,0,2,Basing method complexity of their previous entries for other issues (Simple combination of univariate time series forecasting models),No method mentioned in this response,,1,,no basis indicated
R_2atXh38sPudPrH4,Not a fortune teller,lifesat,"2,4",NA,"Simple visual inspection, noting that there is a slight dip in satisfaction during the summer months, followed by a small increase in the fall  ","'-I considered the affective forecasting literature 
",'-I considered the likely impact of COVID on the sample providing these data (twitter users) and guessed this population is more privileged than average so would be less likely to suffer the severe economic and health losses that less privileged individuals are experiencing  ,,3,4,4,0,4,4,0,4,,,,1,1,0,1,1,0,1,,,,,,
R_p6uyrcToHpWqW0p,Alex,lifesat,1,NA,NA,NA,NA,,4,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_2EEjmCJXfoudK6K,ForecastSnorecast,iasian,"1,2",NA,NA,"Implicit bias increases as social norms change. As the coronavirus continues to have an impact and the presidential campaign kicks off, Asians will be the targets of subversive and covert bigotry. ",NA,,NA,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_2EEjmCJXfoudK6K,ForecastSnorecast,iafric,"1,2",NA,NA,"Given the current salience of police violence against Blacks, sympathy will cause a temporary reduction in bias. That coupled with an increase in bias toward Asians will result in lower implicit bias toward Blacks. Yet, after the election of Biden, anti-Black bias will increase.",Political leadership change. Increased bias toward Asians. ,,NA,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_1E6tnVIZxJQDW8X,Cynical Belief in the Inexorable Crush of the Wheel,iasian,"1,2,4,5",Think Trump will blame China for virus near elections,"Linear regression model : m1 <-lm(Implicit.Asian.American.Bias ~ Time, data=ai)
ARIMA forecasting model 
They yielded the same results
Ultimately I ignored the very small trends and just used the mean. Trump effect was based on 1SD.","I think Trump will blame China for virus, this might receive attention near elections. This will translate into anti-Asian-American feelings. Theories....scapegoating? Group-identity based prejudice? 

Also I think prejudices are pretty stable over time, had a strong prior. ",n/a,,0,4,4,0,4,4,0,4,,,,1,1,0,1,1,0,1,,,,,,
R_1E6tnVIZxJQDW8X,Cynical Belief in the Inexorable Crush of the Wheel,easian,"1,2,4",NA,"Linear regression model and ARIMA model same results
Ultimately I ignored and took the mean, with a manual tweak","Same as my implicit answers, i don't anticipate different results for implicit and explicit, here treating them as just two measures of same latent factor, bias",That there will be a small bump in bias around election because of Trump blaming China for virus,,0,4,4,0,4,4,0,4,,,,1,3,1,3,1,1,1,Mentions ARIMA in their comments,"Althogh the participant mention use od ARIMA, they got rid of the model since it yield similar results as the mean. Thus it should be a simple foracsting method",,,,"Althogh the participant mention use of ARIMA, they got rid of the model since it yield similar results as the mean. Thus it should be a simple foracsting method"
R_1E6tnVIZxJQDW8X,Cynical Belief in the Inexorable Crush of the Wheel,iafric,"2,4",NA,"Ultimately just the mean of implicit bias, no linear trend, linear regression and arima yield same results","I assume implicit bias toward Black folks will not change, and hasn't really changed, with a lot of measurement error",na,,0,4,4,0,4,4,0,4,,,,1,1,0,1,1,0,1,,,1,,,
R_1E6tnVIZxJQDW8X,Cynical Belief in the Inexorable Crush of the Wheel,eafric,"1,2,4",NA,Used a linear regression model and an ARIMA model,"Generally based on info that anti-black bias hasn't changed much, very small negative going trend based on YOUR papers Tessa Charlesworth (liked that paper)",na,,0,4,4,0,4,4,0,4,,,,1,3,1,3,3,0,3,Mentions ARIMA in their commens,"Since the participant mentioned using ARIMA model, it should be a complex forecasting method",,,,
R_28Opd7wWaGxLfce,Renegade,lifesat,"1,2",NA,NA,"In the little work I've done on how psychological characteristics change over time, I've found that they largely don't change very much, especially over such a short amount of time, like a year. The scaling of the graph confirms this. ","I went in with the assumption that, assuming the average gain in life satisfaction (based on the previous waves) was maintained, you'd expect to see about a .01 increase every two months. However, I also thought this flatter slope would make sense (i.e., there wouldn't be large gains) given the civil and global unrest about things right now (e.g., COVID, race relations/rioting). ",,2,2,2,0,2,2,0,2,,,,1,1,0,1,1,0,1,,,,,,
R_28Opd7wWaGxLfce,Renegade,iasian,1,NA,NA,"n/a. Honestly, I just eye-balled the random variation in bias and concluded that, on average, there wasn't much change. There is some work on this (e.g., Charlesworth & Banaji, 2019) who find that implicit bias has largely been declining in these samples over time but has been largely stable for Asian Americans. I took note of some occasional peaks in the data (which could also have been random), such that bias is higher around Feb/Mar. But, honestly, just guessed based on my intuition that there's very little systematic pattern to this type of bias.  ",NA,,NA,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_1gw4q8OGemNDYMb,DrT,lifesat,"2,4,5",NA,"The path of life satisfaction index has a remarkably stable and high (65% to 75%) correlation with retail sales and the stock market on a horizon from 1 to 12 months. Thus a dynamic regression model was built around this relationship and forecasts were generated with different delay periods for each forecasting horizon. For each horizon h there were h forecasts available, so at horizon h=12 all 12 forecasts were available. However, the final forecasts are essentially the h-step forecasts for each h delay used in the corresponding model (that is, the diagonal of the matrix of the forecasts was used in the end).","Life satisfaction must correlate with consumption and the state of financial markets, more so in the US than elsewhere. In fact this correlation appears strongly in the data. See next question also",Retail sales and the SP500 index were used as explanatory variables in the model,,2,4,4,0,4,4,0,4,,,,2,3,1,3,3,0,3,dynamic model,"The participant mentioned using dynamic regression model with 2 additional variables, thus it should be a complex forcasting method",,,,
R_8v4jsmqWvaaOyul,Comet,lifesat,2,NA,NA,Mathematical modelo statistics,Montly quality of life decresing due to covid 19,,10,2,2,0,2,2,0,2,,,,3,1,1,3,3,0,3,"Based on the number of parameters, yet it is unclear what statistical methods were used.","The participant used 10 additional parameters in their model, thus it should be a complex forecasting method.",1,,,
R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,iasian,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Based on our assumptions (described above) we disregarded other potential variables, positing that, barring additional data (e.g., from 10 years previous), the only prediction we could make with any confidence would be based on the overall societal trends observed over the previous three years. ",,NA,4,4,0,4,4,0,4,,,,3,1,1,1,1,0,1,,"The participant observed linear trend for the previous three years, which seeme like a simple forecasting method ",,,,
R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,easian,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).",none,,NA,4,4,0,4,4,0,4,,,,3,1,1,1,1,0,1,,same as above,,,,
R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,iafric,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).",NA,,NA,4,4,0,4,4,0,4,,,,3,1,1,1,1,0,1,,same as above,,,,
R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,eafric,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","We discussed the US protests/riots/Trump behaviors, as well as subversive acts by Neo Nazi groups and Russia, but again we simply stuck with the only method we could have any confidence",,0,4,4,0,4,4,0,4,,,,3,1,1,1,1,0,1,,same as above,,,,
R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,igend,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).",NA,,0,4,4,0,4,4,0,4,,,,3,1,1,1,1,0,1,,same as above,,,,
R_1gnp5eVythPBWYM,The Well-Adjusted R Squares,egend,"1,2,4",NA,"Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).","Our forecast is based on the assumption that overall societal-level phenomena change steadily and slowly over time. Thus, we use the linear trend observed previous three years’ data to predict trajectory over the following 12 months. Spikes and valleys observed in the previous data are probably caused by unforeseen societal events (e.g., conflicts) or random error, and these are essentially impossible to predict. For example, few people would have predicted a global pandemic or widespread unrest over police brutality to the resolution of a month with much confidence at any time in 2019. Nor would they have predicted people’s attitudes changing in reaction to such events. Our stance is that while fluctuations will probably be observed in future data, we can only make predictions about the larger ongoing trend, and that they will not be affected by monthly fluctuations. Therefore, we do not attempt to predict variations around the linear trends. In the case of explicit attitudes to Asian Americans and African Americans, we adjusted the predicted points by -10% on the assumption that difference scores based on feeling thermometer ratings would plateau (e.g., never reach a point where Minority target ratings would be +10 and White target ratings -10).",none,,0,4,4,0,4,4,0,4,,,,3,1,1,1,1,0,1,,same as above,,,,
R_1mjZatLwm6h4rGR,meebe,lifesat,"1,4",NA,NA,NA,NA,,NA,3,4,1,4,4,0,4,Hybrid based on the bases provided by participant,"The participant mention using intuition and data-driven method, thus it should be a hybrid",,,1,1,,,0,,Will contact team to confirm the method they used,same as above,1,,No info provided regarding method used,
R_2y9FAXYABygvgUh,HHH,lifesat,1,NA,NA,NA,NA,,NA,1,1,0,1,1,0,1,,,,1,1,0,1,1,0,1,,,,,,
R_22zcoRoZJMzIfgj,AbCdEfG,lifesat,"1,4",NA,"Holt-Winters with a seasonal correction + chose for lower end of predictions (not mean forecast), this due to current affairs",None,None,,NA,4,4,0,4,4,0,4,,,,3,2,1,2,2,0,2,Holt-Winters with no additional parameters,"According to the coding scheme, Holt-Winters seasonal correction with no additional parameters should be a 2 in complexity",,,,
R_22zcoRoZJMzIfgj,AbCdEfG,posaffect,4,NA,Holt-Winters with seasonal correction,NA,NA,,NA,3,3,0,3,3,0,3,,,,3,2,1,2,2,0,2,Holt-Winters with no additional parameters,same as above,,,,
R_22zcoRoZJMzIfgj,AbCdEfG,negaffect,4,NA,Holt-Winters with seasonal correction,NA,NA,,NA,3,3,0,3,3,0,3,,,,3,2,1,2,2,0,2,Holt-Winters with no additional parameters,same as above,,,,
R_22zcoRoZJMzIfgj,AbCdEfG,ideolrep,4,NA,Vector autoregression with a constant and one lag term; I used the lower and upper end of the predictions to differentiate more between republicans democrats as I think that the current affairs are going to turn out to be relevant.  ,None,No additional variables,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_22zcoRoZJMzIfgj,AbCdEfG,ideoldem,4,NA,Vector autoregression with a constant and one lag term; I used the lower and upper end of the predictions to differentiate more between republicans democrats as I think that the current affairs are going to turn out to be relevant.  ,None,No additional variables,,NA,3,3,0,3,3,0,3,,,,2,2,0,2,2,0,2,,,,,,
R_22zcoRoZJMzIfgj,AbCdEfG,iasian,4,NA,Vector autoregression with lage one where we consider both the explicit and implicit Asian-American Bias,That implicit and explicit bias could be informative of eachother. ,Explicit bias,,1,3,3,0,3,3,0,3,,,,2,3,1,3,3,0,3,Vector auto-regression with added variable,"The participant mentioned using auto-regression with additional parameters, thus it should be a complex forecasting method.",,,,
R_22zcoRoZJMzIfgj,AbCdEfG,easian,4,NA,vector autoregression with one lag and jointly modeling implicit and explicit bias,that implicit and explicit bias are informative of eachother,that implicit and explicit bias influence eachother - potentially,,1,3,3,0,3,3,0,3,,,,2,3,1,3,3,0,3,Vector auto-regression with added variable,same as above,,,,
R_22zcoRoZJMzIfgj,AbCdEfG,iafric,4,NA,vector autoregression with two lags and jointly considering implicit and explicit  bias,that implicit and explicit bias can be informative of eachother,explicit African American bias,,1,3,3,0,3,3,0,3,,,,2,3,1,3,3,0,3,Vector auto-regression with added variable,same as above,,,,
R_22zcoRoZJMzIfgj,AbCdEfG,eafric,4,NA,vector autoregression with two lags,implicit and explicit inform eachother,implicit African American bias,,1,3,3,0,3,3,0,3,,,,2,3,1,3,3,0,3,Vector auto-regression with added variable,same as above,,,,
R_22zcoRoZJMzIfgj,AbCdEfG,igend,4,NA,vector autoregression with one lag and jointly implicit and explicit bias,that implicit and explicit can be informative of eachother,explicit,,1,3,3,0,3,3,0,3,,,,2,3,1,3,3,0,3,Vector auto-regression with added variable,same as above,,,,
