,Duration..in.seconds.,ResponseId,phase,team_name,domain,Month.1,Month.2,Month.3,Month.4,Month.5,Month.6,Month.7,Month.8,Month.9,Month.10,Month.11,Month.12,Month.13,Month.14,Month.15,Month.16,Month.17,Month.18,confidence,subexpert,pub,basis,basis_5_TEXT,model,theory,parameters,numpred,covidcondyn,covidmeas,covidmeas_6_TEXT,coviddesc,covidest_1,covidest_2,covidest_3,covidest_4,covidest_5,covidest_6,covidest_7,covidest_8,covidest_9,covidest_10,covidest_11,covidest_12,datatrain,counterfact,counter_imp,counter_yn,othercounter,othercountim,Method,isExpert,ResponseId.old,revised,team_size,team_expertise,team_size.coded,team_discipline.coded,team_discipline.missingdat,previous_tournament.coded,previous_tournament.missingdat,Age,Sex,Genderident,Genderident_5_TEXT,Occupation,Ethnicity,Education,Religion,Religion_Other,Politics_1,Country.of.Residence,Residential.Area,Income,time_upload,Method.coded,Method.complex,DataOnly,mean_error_w1,root_mean_sqr_error_w1,mean_abs_error_w1,mean_percent_error_w1,mean_abs_percent_error_w1,MASE1_w1,RMSE_cutoff_Naive_linear,RMSE_cutoff_Naive_rwf,compare_to_naive_linear,compare_to_naive_rwf,MASE_cutoff_Naive_linear,MASE_cutoff_Naive_rwf,compare_to_naive_linear_MASE,compare_to_naive_rwf_MASE,time_spent,mean_error_covid,root_mean_sqr_error_covid,mean_abs_error_covid,mean_percent_error_covid,mean_abs_percent_error_covid,MASE1_covid,mean_error_w1_lastmonths,root_mean_sqr_error_w1_lastmonths,mean_abs_error_w1_lastmonths,mean_percent_error_w1_lastmonths,mean_abs_percent_error_w1_lastmonths,MASE1_w1_lastmonths,mean_error_w2,root_mean_sqr_error_w2,mean_abs_error_w2,mean_percent_error_w2,mean_abs_percent_error_w2,MASE1_w2,RMSE_cutoff_Naive_linear_w2,RMSE_cutoff_Naive_rwf_w2,compare_to_naive_linear_w2,compare_to_naive_rwf_w2,MASE_cutoff_Naive_linear_w2,MASE_cutoff_Naive_rwf_w2,compare_to_naive_linear_MASE_w2,compare_to_naive_rwf_MASE_w2,team_gender,team_education,team_Age,non_US,CounterFactual_Presence_Final,COVID.Final,Onus.Final,counterNum,justification_dataReceived,justification_theoreticalInsight,justification_externalEvent,parameters_coded,TournamentStart,ForecastisUpdated
1240,2236,R_2PhQFXmBVNEEKrG,1,NA,ideolrep,39,41,40,42,42.5,43,44,41,38,38,39,37,NA,NA,NA,NA,NA,NA,3,NA,NA,"1,4",NA,NA,"'- The assumption that current events will drive up voter registration in general, slightly biased towards democrats (due to current events)
- The general proportion of the two parties will stay the same (noticed that republican voters tended to remain 5-6% lower than democrat voters)
- Based on fivethirtyeight's last graph, the people who identified with any political ideology went up right before the actual election","'- The handling of COVID-19 making people upset enough that they'd bother to identify with a party
- The recent protests might drive up democrats?
- Right before the election, both political ideologies tended to increase",1,1,2,NA,"I think that the handling of the pandemic was pretty poor, and it was done by mostly republican leaders, therefore democrats will increase in volume",1000000,1600000,2100000,2300000,2400000,2500000,2550000,2600000,2630000,2650000,2670000,2680000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,19,2,1,NA,Student,4,3,2,NA,2,USA,2,7,102.277,1,1,NA,2.012542273,2.836720009,2.084606727,4.631011679,4.801270683,2.140405361,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,0,12936666.67,16848778.39,12936666.67,72.56688922,72.56688922,35.93538483,3.601428572,4.028294064,3.601428572,8.195126123,8.195126123,3.69782795,3.601428572,4.028294064,3.601428572,8.195126123,15.99864892,3.543891124,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,May,NA
1241,4242,R_21G4I6ewgPUffHT,1,NA,ideolrep,35.75920317,35.81840633,35.8776095,35.93681267,35.99601583,36.055219,36.11442217,36.17362534,36.2328285,36.29203167,36.35123484,36.410438,NA,NA,NA,NA,NA,NA,1,NA,NA,"3,4",NA,NA,I decided to use the forecast tool instead of the fill tool this time to see if it had better predictions. I had no theoretical assumptions.,I did not consider additional variables. I solely used the forecasting tool in excel.,0,0,2,NA,NA,1000000,1100000,1150000,1190000,1220000,1240000,1251000,1260000,1267000,1273000,1278000,1280000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,19,1,2,NA,Student,3,3,10,NA,2,United States,1,3,619.39,3,1,1,6.532086044,6.883037913,6.532086044,15.12679335,15.12679335,6.706930282,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,45.726,14034250,17882889.04,14034250,82.83671303,82.83671303,38.98424436,7.133078169,7.749370138,7.133078169,16.04944106,16.04944106,7.324009154,7.133078169,7.749370138,7.133078169,16.04944106,15.99864892,7.019118081,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,May,NA
1242,2526,R_1duiexS6gNEkf4K,1,NA,ideolrep,40,42,38,38,40,37,50,30,48,49,45,50,NA,NA,NA,NA,NA,NA,4,NA,NA,"1,4",NA,NA,my assumption is base on the data presented which shows that it lies between 30 and 50 percentage,"yes personal interest
my decision was base on my interest and feeling to each poitical party.",0,0,2,NA,NA,700000,800000,600000,500000,400000,300000,200000,100000,80000,70000,50000,20000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,25,1,2,NA,health worker,3,2,3,NA,4,UNITED STATES,1,4,748.643,1,1,NA,0.876178636,7.261795651,5.550839531,1.524292354,12.76019263,5.69941876,0,1,Below Naive linear,Above Naive rwf,0,0,Below Naive linear,Below Naive rwf,6.639,14925000,18775178.21,14925000,91.45151424,91.45151424,41.45856366,-1.398571428,10.0844298,8.598571428,-4.511748476,19.51174848,8.828729246,-1.398571428,10.0844298,8.598571428,-4.511748476,15.99864892,8.461198202,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,May,NA
1243,4517,R_3gTyRXB8KEFiDo5,1,NA,ideolrep,36.50589286,37.31178571,38.11767857,38.92357143,39.72946429,40.53535714,41.34125,40.84125,40.34125,40.84125,41.34125,41.84125,NA,NA,NA,NA,NA,NA,4,NA,NA,"1,4",NA,NA,"I thought that the opinions would revert to the levels they were right after the previous election. So I had them linearly revert to an average of post election data. Then, after the election, I had the Democrats slightly rising and the Republicans slightly dropping then slightly raising. This is because I believe the Democrats will win, giving the new President a boost in ratings, and the Republicans a slight drop. Though the Republicans will increase a bit a few months in as opposition builds to the new President's boldest plans.",I used the November 2020 presidential election as a major consideration. I think this will be the biggest shaper of political ideology trends.,0,0,2,NA,NA,1100000,1500000,1900000,2400000,2900000,3900000,5000000,7000000,10000000,15000000,20000000,22000000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,26,1,2,NA,Electrical Engineer,4,6,10,NA,5,United States,2,6,679.773,4,1,NA,2.846178636,3.638829489,3.090042273,6.517182174,7.119314609,3.172753383,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,81.136,7518333.333,9048865.491,7518333.333,51.82702089,51.82702089,20.88437528,2.160178572,3.795950048,2.696678572,4.529669768,5.854361126,2.768860522,2.160178572,3.795950048,2.696678572,4.529669768,15.99864892,2.653595667,1,1,Above Naive linear,Above Naive rwf,0,1,Below Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,May,NA
1244,2932,R_3q9AcqVYwpi7GqA,1,NA,ideolrep,35.1,34.6,34.5,34.1,34.3,34.21,34.4,34.1,33.91,33.24,34.16,34.7,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,"From the look of things and with the way the current administration is handling things, there are likely to be more Democrats by this time next year.",Yes. I definitely considered the impact of the results from the upcoming elections.,1,1,2,NA,I considered the outcome of Covid-19 from recent times and in what way the current administration has actually contributed and what is likely to happen going forward.,1890000,2100000,2150000,2050000,2008000,1998000,1800000,1700000,1556000,1450000,1410000,1380000,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,34,1,2,NA,Information Technology,4,6,4,NA,4,United States,1,7,367.823,1,1,NA,8.293451364,8.600518191,8.293451364,19.26320789,19.26320789,8.515442038,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,56.21,13452333.33,17638799.43,13470666.67,70.18346754,71.21343008,37.4187264,9.281428572,9.725214294,9.281428572,21.04667499,21.04667499,9.529864416,9.281428572,9.725214294,9.281428572,21.04667499,15.99864892,9.133145826,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
1245,1204,R_2bIxDqjhhU0HXa8,1,NA,ideolrep,90,80,30,50,30,60,90,50,80,60,10,20,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,Based on what is currently happening,Change of political leadership and deaths from the covid-19,1,1,2,NA,"I do not think it has to do with my political ideology, since the covid-19 pandemic was worldwide",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.487,1,1,NA,-9.214730455,27.51990525,23.22713231,-21.40662696,55.01666354,23.84885258,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,1.428,NA,NA,NA,NA,NA,NA,-2.598571428,27.5013508,23.59857143,-4.272859743,54.9959638,24.230234,-2.598571428,27.5013508,23.59857143,-4.272859743,15.99864892,23.22155393,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,May,NA
1246,1111,R_10JE1VdP84aIROI,1,NA,ideolrep,33,34,35,37,38,37,36,36,35,35,33,35,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,my decision process is strictly based on personal feelings. ,1,1,2,NA,I think the response of the political parties will have an effect,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.498,1,1,NA,7.239815,7.550201356,7.239815,16.85962121,16.85962121,7.433603007,0,1,Below Naive linear,Above Naive rwf,0,1,Below Naive linear,Above Naive rwf,6.169,NA,NA,NA,NA,NA,NA,8.401428572,8.748469837,8.401428572,19.09671691,19.09671691,8.62630947,8.401428572,8.748469837,8.401428572,19.09671691,15.99864892,8.267204957,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,May,NA
1247,4303,R_1dnW12NXxcdhBB8,1,NA,ideolrep,39,38,37.5,37.3,39.5,33.5,41,39.2,35,38.25,36,36,NA,NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,I have to check the Previous years before comparing,i applied additional variable base on death rate with this covid-19 pandemic,1,1,2,NA,The role of covid-19 is just about reduction of human. Which implies the decrease of the political associates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681.363,1,1,NA,4.853451364,5.334175309,4.853451364,11.26917345,11.26917345,4.983363615,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,18.223,NA,NA,NA,NA,NA,NA,5.311428572,5.694026587,5.311428572,12.05949539,12.05949539,5.453599492,5.311428572,5.694026587,5.311428572,12.05949539,15.99864892,5.226571677,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
1248,1566,R_2rHMKPHOsI9LY31,1,NA,ideolrep,42,40,35,35,34,35,35,37,34,33,32,30,NA,NA,NA,NA,NA,NA,3,NA,NA,"1,4",NA,NA,"While I am not entirely sure, seeing how the world is at the moment and how Trump is a Republican, I expect to see Democrats have more support.",I'd say that I considered what my age group would typically decide and that's' against the current president.,1,1,2,NA,"The current president has made multiple stops against protecting ourselves against Covid-19. The most prominent ones were not listening to the previous president, Obama. As such, Obama has criticized Trump over his responses against Covid-19.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.064,1,1,NA,7.330724091,8.205228583,7.480406965,17.04796422,17.41147735,7.680634894,1,1,Above Naive linear,Above Naive rwf,0,1,Below Naive linear,Above Naive rwf,0,NA,NA,NA,NA,NA,NA,10.00142857,10.06386798,10.00142857,23.0425136,23.0425136,10.26913664,10.00142857,10.06386798,10.00142857,23.0425136,15.99864892,9.841642901,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,May,NA
1249,455,R_D1QyD2j7XqsAVc5,1,NA,ideolrep,25,25,24,24,23,22,22,22,22,21,20,19,NA,NA,NA,NA,NA,NA,6,NA,NA,1,NA,NA,NA,no additonal varibles,1,1,2,NA,less people support trump because of how he is reacting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.058,1,1,NA,20.14890591,20.36367096,20.14890591,47.15598508,47.15598508,20.68823134,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,1.183,NA,NA,NA,NA,NA,NA,22.60142857,22.69748278,22.60142857,52.00853326,52.00853326,23.20640063,22.60142857,22.69748278,22.60142857,52.00853326,15.99864892,22.24034171,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,May,NA
1250,3536,R_eXN7SxNnHfo1nOx,1,NA,ideolrep,34,33,31,30,29,28,29,36,35,36,36,36,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,"I feel like the momentum will continue with the diminishing support for the GOP, up to the election.  I don't see it falling TOO far, but the trend certainly seems to be heading that way.  I think the support for the Dems will continue to grow, especially in the face of the nearing elections.  Generally, it seems (from the polls I've read) that support for the losing party seems to gain some points immediately after the election, while the winners seem to fall.  Since I think the Dems will win this fall, the numbers reflect the rise or fall of support accordingly. ","I think I did include variables, including the protests that are happening now, and the general GOP response to them.  I know the numbers of support are falling every day with how they are reacting, and it seems Dems are gaining support with every day that passes.  I realize it's probably biased, but it just seems that every single time I read any news, the Dems are doing something in keeping with sanity, decency, and kindness, while the GOP feels satisfied to do the opposite.",1,1,2,NA,"I know that, so far, the leadership of the GOP has been inadequate at best, or ignorant and dangerous at worst.  I think intelligent Americans can see we should be listening to doctors and scientists.  The GOP seems content to NOT do this.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210.651,1,1,NA,10.05799682,10.82084266,10.05799682,23.3655508,23.3655508,10.32721905,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,5.77,NA,NA,NA,NA,NA,NA,8.801428572,10.01063771,8.801428572,19.75162054,19.75162054,9.037016264,8.801428572,10.01063771,8.801428572,19.75162054,15.99864892,8.660814443,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
1251,759,R_1LAnLcrkXK7owrT,1,NA,ideolrep,40,31,31,30,30,30,20,20,25,30,34,35,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,"Things are so volitile right now, for sure approval rates will drop after this mess.","I was thinking of the election, potential policy changes, those policy changes not actually happening, whatever the next insane thing that happens this year will be.",1,1,2,NA,"It certainly won't help keep the people happy, no matter how it goes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.999,1,1,NA,12.51254227,14.60260098,12.51254227,28.66055555,28.66055555,12.84746528,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,NA,NA,NA,NA,NA,NA,15.60142857,18.18818326,15.60142857,34.74460316,34.74460316,16.01903175,15.60142857,18.18818326,15.60142857,34.74460316,15.99864892,15.35217571,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,May,NA
1252,1956,R_3nVJDYQZNGKScfA,1,NA,ideoldem,78,79,82,81,78,80,81,80,82,79,80,81,NA,NA,NA,NA,NA,NA,6,NA,NA,"1,4",NA,NA,think so.,COVID-19 ,1,1,2,NA,great impact on all,20000,18000,17689,17500,17200,16960,16850,16500,16782,16200,16120,15800,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,39,1,2,NA,IT Manager,4,6,4,NA,5,USA,1,7,114.535,1,1,NA,-32.75847993,32.84530876,32.75847993,-69.76264747,69.76264747,30.83737264,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,15226199.92,18871416.13,15226199.92,99.72226746,99.72226746,42.29523474,-34.90428571,34.91929602,34.90428571,-77.10926689,77.10926689,32.85733855,-34.90428571,34.91929602,34.90428571,-77.10926689,15.99864892,32.84924137,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,May,NA
1253,929,R_2D0L6sMN10tEZWc,1,NA,ideoldem,56,56,58,50,44,44,44,44,44,44,44,44,NA,NA,NA,NA,NA,NA,4,NA,NA,"1,2,4",NA,NA,Data is analyzed with the model,No other variables,0,0,2,NA,NA,1881205,2001000,2441000,2881205,2881205,2881205,2881208,2881208,2881208,2881208,2881208,2881208,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,26,2,1,NA,GA,2,6,7,NA,4,USA,1,2,132.148,1,1,NA,-0.849389023,5.281990828,4.094062725,-1.783738442,8.514608581,3.853968137,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,9.907,12555494.33,16648276.21,12572361.83,64.27520749,65.22281984,34.92342133,1.295714286,1.51566312,1.295714286,2.831077032,2.831077032,1.219727666,1.295714286,1.51566312,1.295714286,2.831077032,15.99864892,1.219427083,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,May,NA
1254,1359,R_bd6sdLi2j69e45b,1,NA,ideoldem,45,44,47,46,50,49,54,53,57,56,55,59,NA,NA,NA,NA,NA,NA,3,NA,NA,"1,5",NA,NA,My thought process regarding political ideology was about how the current climate of people that I see talking both online and in person as well as the shifting opinions on Trump. I used the prior data to present democrats as better than the republicans as I think that that will be the way it shifts.,"Yes, I considered the COVID-19 response by the Trump administration and by other democratic leaders as well as the current protests and the responses I see daily online and in person.",1,1,2,NA,"The COVID-19 response has impacted everyone and it isn't getting that much better. Due to the bad response by the republican party, I believe they will be scored lower like I scored them.",2000000,4050000,8000000,7000000,7500000,6400000,5000000,4000000,3000000,1000000,500000,250000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,19,1,2,NA,Engineer,4,2,6,NA,4,United States of America,2,5,60.65,1,1,NA,-3.57666175,7.288189369,5.748768445,-8.085735684,12.57349191,5.411634335,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,11185000,17297778.28,12233333.33,32.99139872,59.74152235,33.98167027,-10.10428571,10.47569052,10.10428571,-22.41297765,22.41297765,9.511724125,-10.10428571,10.47569052,10.10428571,-22.41297765,15.99864892,9.509380109,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,May,NA
1255,2762,R_1MQxXq71pAO5CYc,1,NA,ideoldem,45,46.5,48,47,45.5,40,42.65,46,45,43,39,38.5,NA,NA,NA,NA,NA,NA,4,NA,NA,"1,4",NA,NA,"I believe that there is a general trend of growing dislike for both parties.  This is for a number of reasons, but includes the delayed response to COVID-19 on behalf of politicians.  However, I believe that Trump's handling of many issues, such as the riots, ultimately hurt him and Republicans for at least the next few months and conversely help Democrats.  I expect this gap to be shortened as the election comes close.  Especially after Sanders losing the nomination, I sense that there is a growing distrust for both parties and their willingness to work for the people.  I predict a Biden victory, which will momentary help out Democrats and hurt Republicans.  Biden's newfound political capital will likely impact this somewhat, only for both parties to eventually fall back down once again in popularity.","Trump's militaristic response to the newfound riots will likely hurt the Republicans for at least a few months, but could potentially linger longer.  I believe that Sanders losing out on the Democratic nomination will ultimately hurt the Democrats popularity in the long run, all while still barely edging out Republicans.",0,0,2,NA,NA,630000,500000,410000,370000,300000,280000,220000,180000,165000,170000,150000,155000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,20,1,2,NA,Advertisement Evaluator,2,2,10,NA,2,United States of America,2,6,100.077,1,1,NA,3.409701886,4.505177696,3.409701886,7.20145269,7.20145269,3.209741352,1,1,Above Naive linear,Above Naive rwf,0,1,Below Naive linear,Above Naive rwf,0,14949166.67,18724996.55,14949166.67,93.22203985,93.22203985,41.52569366,3.465714286,4.336492046,3.465714286,7.660980986,7.660980986,3.262468928,3.465714286,4.336492046,3.465714286,7.660980986,15.99864892,3.261664944,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
1256,5611,R_3JlRJeYXQUKTEnU,1,NA,ideoldem,44,43,42,42,45,46,47,44,43,42,43,40,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,"I think that the support for both parties is likely to decrease as time goes on and their ineffectiveness as tools for real change becomes more and more evident to more and more people. The Democratic party will be far more resilient than the Republican party for primarily optical reasons, but I suspect the mask will come off slowly as time goes on.",The election will increase demonstrated support for both parties.,1,1,2,NA,The pandemic will just serve as a source of failures for the current administration.,900000,1200000,1000000,800000,900000,900000,600000,600000,400000,300000,200000,100000,NA,NA,NA,NA,NA,NA,Intuition/Theory,0,NA,NA,1,NA,1,NA,NA,NA,NA,19,1,2,NA,Parking Lot Cleaner,6,2,10,NA,1,United States of America,2,1,221.599,1,1,NA,3.696065523,4.25644947,3.914247341,7.754842298,8.231221814,3.684697951,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,1.535,14585000,18553727.39,14585000,86.306549,86.306549,40.51411397,2.095714286,2.771297862,2.575714286,4.66404712,5.712082055,2.424662604,2.095714286,2.771297862,2.575714286,4.66404712,15.99864892,2.424065084,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
1257,708,R_10VJHScYH34AADR,1,NA,ideoldem,44.5,44,44.5,44,43.8,44,46.5,46,45.2,44.8,44.5,44.4,NA,NA,NA,NA,NA,NA,1,NA,NA,5,NA,NA,NA,Assume unrest is going to make white folks vote red.,1,1,2,NA,Not a lot. People either love Trump or hate him and COVD doesn't change much.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data-Driven,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.02,1,1,NA,2.514247341,3.498555037,2.736325263,5.142661487,5.634185158,2.575854618,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,2.066,NA,NA,NA,NA,NA,NA,0.055714286,0.761637602,0.544285714,0.111497875,1.192849951,0.512366307,0.055714286,0.761637602,0.544285714,0.111497875,15.99864892,0.512240042,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
1258,191,R_AnEulPeuhMCB0sN,1,NA,ideoldem,46,44,45,47,48,49,51,50,48,47,46,45,NA,NA,NA,NA,NA,NA,4,NA,NA,"1,2,4",NA,NA,"I assumed with so many people hating the Trump presidency, I hope the steam generated will have people reconsider reelecting him this next election cycle.",I considered the current political leaderships handling of current affairs.,1,1,2,NA,I think the President's current spread of fake news and seeding general doubt and ineffectively responding to the crisis will influence the ideology predictions.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.447,1,1,NA,0.059701886,2.812762294,2.336325263,-0.032283931,4.973545263,2.19931245,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,0,NA,NA,NA,NA,NA,NA,-2.504285714,3.169061214,2.504285714,-5.506412113,5.506412113,2.357422931,-2.504285714,3.169061214,2.504285714,-5.506412113,15.99864892,2.356841981,0,0,Below Naive linear,Below Naive rwf,0,0,Below Naive linear,Below Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
1259,1817,R_2OTh3WSzeZGuUhB,1,NA,ideoldem,50,52,49,51,54,48,47,55,51,54,53,51,NA,NA,NA,NA,NA,NA,2,NA,NA,"1,2,4",NA,NA,I went by past data and allowed for the current mismanaged situation by the GOP and expected turn of power in November.,"I thought about the plays and counterplays that will happen between both parties in the coming months but, due to unprecedented circumstances, margin of error will be high.",1,1,2,NA,"I felt that it will not be good for the GOP but, without progress towards a solution, it could become problematic for Dems as well.",100000,120000,160000,180000,195000,200000,220000,250000,300000,310000,315000,320000,NA,NA,NA,NA,NA,NA,Mixed,0,NA,NA,1,NA,1,NA,NA,NA,NA,43,1,2,NA,Event SPecialist,4,3,10,NA,1,USA,2,6,121.545,1,1,NA,-4.122116295,5.408569676,4.51040201,-8.973713828,9.748185333,4.24589138,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,0,15020833.33,18662940.89,15020833.33,97.61458276,97.61458276,41.72476884,-6.704285714,7.329594052,6.704285714,-14.84006834,14.84006834,6.311115696,-6.704285714,7.329594052,6.704285714,-14.84006834,15.99864892,6.30956042,1,1,Above Naive linear,Above Naive rwf,1,1,Above Naive linear,Above Naive rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,May,NA
