"","team_name","Domains","Tournament","Rank","Nteams","May2020","June2020","July2020","August2020","Sept2020","Oct2020","Nov2020","Dec2020","Jan2021","Feb2021","March2021","April2021","MAE","MASE"
"264","Abracadabra","Life Satisfaction","May - 12-months",38,57,6,6,6,6.1,6.2,6.2,6.1,6.3,6.3,6.2,6.3,6.4,0.156264983083333,4.9153128304321
"265","CheeseCake","Life Satisfaction","May - 12-months",39,57,6.5,6.6,6.6,6.6,6.6,6.5,6.4,6.4,6.3,6.3,6.3,6.4,0.158140641583333,4.97431164199337
"266","Haku","Life Satisfaction","May - 12-months",40,57,6.251240329,6.320967712,6.251240329,6.181512947,6.111785565,6.042058182,5.9723308,5.9723308,6.111785565,6.181512947,6.251240329,6.314159915,0.174990353916667,5.50431910487427
"267","Forecasting Team 1","Life Satisfaction","May - 12-months",41,57,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,0.17874938225,5.62255928787763
"268","Renegade","Life Satisfaction","May - 12-months",42,57,6.47242247658548,6.47842247658548,6.48442247658548,6.49042247658548,6.49642247658548,6.50242247658548,6.50842247658548,6.51442247658548,6.52042247658548,6.52642247658548,6.53242247658548,6.53842247658548,0.18417185883548,5.79312321210058
"269","Haifa_Team","Life Satisfaction","May - 12-months",43,57,5.7,5.8,5.9,6.4,6.4,6.35,6.3,6.4,6.3,6.2,6.5,6.6,0.196738157583333,6.18839596129627
"270","Heisenburg","Life Satisfaction","May - 12-months",44,57,6.4668643981291,6.50441461596705,6.46143036114897,6.44207854245478,6.47590135372245,6.51696937492475,6.55846742784937,6.60731691279503,6.57048430261844,6.54538517972231,6.55368379415293,6.5402114323642,0.199016690237448,6.2600671736712
"271","Me Myself and I","Life Satisfaction","May - 12-months",45,57,6.2,6.2,6.1,6,6,6,5.7,6,6.2,6.3,6.4,6.4,0.21788264125,6.85349539566029
"272","md2000","Life Satisfaction","May - 12-months",46,57,6.2,6.35,6.1,6.1,6,6,6.1,6.2,6.1,6.1,6,6,0.239176186916667,7.52328357312385
"273","Dog's Sense","Life Satisfaction","May - 12-months",47,57,5.9,5.85,5.9,5.9,6,6.05,6.1,6.15,6.2,6.2,6.15,6.2,0.27125061775,8.53218434086536
"274","Spartacus","Life Satisfaction","May - 12-months",48,57,5.9,6,6.05,6,6.04,6.09,6.1,6.01,6.05,6.06,6.07,6.1,0.282083951083334,8.87294668748325
"275","Nurni Flowenol","Life Satisfaction","May - 12-months",49,57,6.2,6.1,6.2,6.2,6.2,6.1,6,5.9,5.9,5.8,5.9,5.9,0.287917284416667,9.05643410489288
"276","TeamKL","Life Satisfaction","May - 12-months",50,57,6.4,6.6,7,7,6.8,6.5,6.5,6.5,6.2,6.3,6.8,6.8,0.328091633083333,10.3201176734004
"277","Imielin","Life Satisfaction","May - 12-months",51,57,6.2,6.25,6.1,6.1,6,6,5.8,6,5.8,5.8,5.9,6,0.330842853583333,10.4066572752752
"278","Platypus","Life Satisfaction","May - 12-months",52,57,4.58177588262195,6.00845087627303,5.58223776284568,5.9481201037645,6.0088404,6.0426352,6.07643,6.1017761,6.1001967037645,6.09073915908118,6.01898192192687,5.97415018100805,0.44338942680952,13.9468081426312
"279","HHH","Life Satisfaction","May - 12-months",53,57,7,7,7,6,6,6,6,6,7,7,7,7,0.534286195083333,16.8059647017359
"280","SCREEN Team","Life Satisfaction","May - 12-months",54,57,5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6,6,6,6,0.69625061775,21.9005533235671
"281","AhamBrahamasmi","Life Satisfaction","May - 12-months",55,57,5,7,6,7,6,4,5,4,5,6,6,5,1.06384199075,33.4631347567952
"282","Team Funemployed","Life Satisfaction","May - 12-months",56,57,5.046847,4.375611,4.33403,4.292449,4.250868,4.506294,4.76172,5.017147,5.094369,5.171591,5.248812,5.296334,1.53824461775,48.3854626723222
"283","Comet","Life Satisfaction","May - 12-months",57,57,5,4,4,3,3,4,4,5,5,5,5,6,1.90458395108333,59.9086612155621
"284","Imielin","Negative Affect in Social Media","May - 12-months",1,28,2.54,2.42,2.22,2.21,2.1,2.2,2.35,2.12,2.11,2.2,2.1,2,0.393575294,2.0044411859621
"285","SCREEN Team","Negative Affect in Social Media","May - 12-months",2,28,2.5,2,2,1.8,1.8,1.8,1.5,1.5,1.8,1.8,1.8,1.8,0.40227023,2.04872366022662
"286","ForeverJung90","Negative Affect in Social Media","May - 12-months",3,28,1.5,1.5,1.5,1.5,1.4,1.4,1,1,1.1,1.1,1.1,1.1,0.553924706,2.8210853464505
"287","A Woman Scientist","Negative Affect in Social Media","May - 12-months",4,28,1.45,1.35,1.4,1.45,1,1.2,1.1,1.45,1.25,1.45,1.25,1.45,0.557410042,2.83883582807834
"288","Duckling Power","Negative Affect in Social Media","May - 12-months",5,28,1.1957,1.2797,1.1877,1.43,1.3361,1.1127,1.30558,1.4635,1.1627,1.1651,1.386,1.2933,0.576665466,2.93690185383544
"289","CheeseCake","Negative Affect in Social Media","May - 12-months",6,28,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.3,0.581622132666667,2.96214568128908
"290","BlackSwan","Negative Affect in Social Media","May - 12-months",7,28,1.5,1.2,0.9,1.2,0.9,1.2,0.9,1.2,0.9,1.2,0.9,1.2,0.726969596166667,3.70238635837417
"291","The Forecasting Four","Negative Affect in Social Media","May - 12-months",8,28,1.35,1.42,1.15,1.02,1.15,1.03,0.92,0.93,0.86,0.95,1.08,1.02,0.747258039333333,3.80571345156899
"292","TeamKL","Negative Affect in Social Media","May - 12-months",9,28,1.4,1.3,1.3,1.3,1.2,1.1,1,1,0.8,0.8,0.8,0.8,0.753924706,3.83966614484894
"293","Bluebirds","Negative Affect in Social Media","May - 12-months",10,28,1.03244,1.17127,0.945005,1.01603,1.17977,0.942003,1.01671,1.1786,0.94446,1.01434,1.17913,0.94446,0.773573206,3.9397340689356
"294","Compassionate Values","Negative Affect in Social Media","May - 12-months",11,28,1.017,1.019,1.021,1.023,1.025,1.027,1.029,1.031,1.033,1.035,1.037,1.039,0.792591372666667,4.03659176587264
"295","AbCdEfG","Negative Affect in Social Media","May - 12-months",12,28,0.9471,1.0161,0.9022,1.1364,1.047,0.816,1.0678,1.2088,0.882,0.97,1.1405,0.9941,0.809924706,4.12486876840051
"296","WQXZ","Negative Affect in Social Media","May - 12-months",13,28,0.85983,0.975389,1.16971,0.872371,0.985362,1.18584,0.870584,0.985562,1.18048,0.883144,0.99611,1.19661,0.812988596166667,4.14047286686135
"297","Heisenburg","Negative Affect in Social Media","May - 12-months",14,28,0.910343300816876,0.969367575794234,1.05153723952226,0.908505414998529,1.08515320483953,1.16836839387254,0.841802820295785,1.03545249924724,1.11992516217695,0.886814507730548,0.954954981608254,1.09486961671592,0.818333479531778,4.16769384468826
"298","WeGen","Negative Affect in Social Media","May - 12-months",15,28,1,1,1,1,1,1,1,1,1,1,1,1,0.820591372666667,4.17919307764842
"299","Team29","Negative Affect in Social Media","May - 12-months",16,28,1,1,1,1,1,1,1,1,1,1,1,1,0.820591372666667,4.17919307764842
"300","LongerSquigglyLines","Negative Affect in Social Media","May - 12-months",17,28,0.710697,0.80337,0.971229,1.505267,0.811257,0.836564,1.017887,1.390591,0.871955,0.754317,1.1283,1.236912,0.829926096166667,4.22673392822572
"301","MLTS","Negative Affect in Social Media","May - 12-months",18,28,0.984829205896979,0.985130776716344,0.98543234753571,0.985733918355076,0.986035489174442,0.986337059993807,0.986638630813173,0.986940201632539,0.987241772451904,0.98754334327127,0.987844914090636,0.988146484910002,0.834103527263176,4.2480091837334
"302","StatFore","Negative Affect in Social Media","May - 12-months",19,28,0.981430407323383,0.981656585437172,0.981882763550961,0.98210894166475,0.982335119778539,0.982561297892328,0.982787476006117,0.983013654119906,0.983239832233695,0.983466010347484,0.983692188461273,0.983918366575062,0.837916985717444,4.26743076151844
"303","Bordeaux","Negative Affect in Social Media","May - 12-months",20,28,0.973,0.989,0.973,0.989,0.989,0.973,0.989,0.989,0.973,0.973,0.989,0.973,0.839591372666667,4.27595825349627
"304","Average Joes","Negative Affect in Social Media","May - 12-months",21,28,0.973223079273663,0.973223079273663,0.973223079273663,0.973223079273663,0.973223079273663,0.973223079273663,0.973223079273663,0.973223079273663,0.973223079273663,0.973223079273663,0.973223079273663,0.973223079273663,0.847368293393004,4.31556536410884
"305","BRTWN","Negative Affect in Social Media","May - 12-months",22,28,0.9243366,0.9198901,1.0703853,0.9266996,0.9312765,1.0570666,0.9294482,0.9406549,1.045369,0.9324263,0.9483382,1.0351272,0.848839831,4.32305976386188
"306","RTTMT","Negative Affect in Social Media","May - 12-months",23,28,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.850591372666667,4.33198019740819
"307","TheMets","Negative Affect in Social Media","May - 12-months",24,28,0.973,0.955,0.973,0.955,0.973,0.955,0.973,0.955,0.973,0.955,0.973,0.955,0.856591372666667,4.36253762136014
"308","fearfulastra","Negative Affect in Social Media","May - 12-months",25,28,0.939,1.023,0.931,1.17,1.08,0.856,0.858,0.86,0.862,0.863,0.865,0.867,0.889424706,4.52975463576388
"309","Me Myself and I","Negative Affect in Social Media","May - 12-months",26,28,1,0.8,0.7,0.7,0.8,0.7,0.9,1,1.1,1.1,1.2,1.1,0.895591372666667,4.56116087704784
"310","ms607","Negative Affect in Social Media","May - 12-months",27,28,0.77,0.86,0.8,0.91,1.03,0.9,0.96,0.99,0.87,0.96,1.06,0.95,0.898924706,4.57813722368781
"311","CantabRoyal","Negative Affect in Social Media","May - 12-months",28,28,1,1,0.9,0.9,0.8,0.8,0.7,0.8,0.9,1,1,1,0.920591372666667,4.68848347684764
"312","Junesix","Political Polarization","May - 12-months",1,32,82,84,86,85,87,89,89,87,86,85,86,87,2.04166666666667,0.994897959349421
"313","NYHC","Political Polarization","May - 12-months",2,32,85,85,86,86,87,87,88,86,85,85,84,84,2.20833333333333,1.07611411929631
"314","Imielin","Political Polarization","May - 12-months",3,32,83,84,86,84,83,85,88,82,86,83,84,85,2.375,1.1573302792432
"315","BlackSwan","Political Polarization","May - 12-months",4,32,85,83,86,84,86,85,83,82,84,81,84,82,2.54166666666667,1.2385464391901
"316","md2000","Political Polarization","May - 12-months",5,32,81,82,83,86,87,88,90,88,84,83,85,86,2.54166666666667,1.2385464391901
"317","Sociology","Political Polarization","May - 12-months",6,32,87,87,87,87,86,86,86,85,85,85,85,85,2.625,1.27915451916354
"318","Goldensaber","Political Polarization","May - 12-months",7,32,82.5,83,83.35,84,84.5,83.35,83.35,83.35,83.35,83.35,83.35,83.35,2.65,1.29133694315558
"319","polarization-2020CO","Political Polarization","May - 12-months",8,32,84,85,86,84,85,83,82,81,83,81,82,82,2.70833333333333,1.31976259913699
"320","Compassionate Values","Political Polarization","May - 12-months",9,32,82.96,83.032,83.104,83.176,83.248,83.32,83.392,83.464,83.536,83.608,83.68,83.752,2.88766666666667,1.40715118723984
"321","fearfulastra","Political Polarization","May - 12-months",10,32,84.028,86.978,85.911,83.894,85.228,85.078,85.353,85.618,85.893,86.168,86.416,86.691,2.90233333333333,1.41429820931517
"322","Heisenburg","Political Polarization","May - 12-months",11,32,80.2417402887526,80.7775301020783,85.0913470296882,83.8233157857225,84.2844359159749,83.5209448248436,82.131652119562,85.3522376075019,80.7036472324367,82.8963995283242,85.848346772508,86.9505550564142,2.99724280346086,1.46054730555328
"323","blue duiker","Political Polarization","May - 12-months",12,32,82,85.5,83,87.5,86,93,90.5,90.5,87,85.75,87,84,3.02083333333333,1.47204289903741
"324","MLTS","Political Polarization","May - 12-months",13,32,82.3379532940088,82.410983569402,82.7882389703585,82.6943242251557,83.0261392330403,82.8701693857076,82.5906040423233,83.091133733697,82.5887950385933,82.8428403232151,83.16648925922,82.5949569528081,3.04442800875571,1.4835405126354
"325","BRTWN","Political Polarization","May - 12-months",14,32,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,82.7994,3.05863333333333,1.49046272411336
"326","Foxtrot","Political Polarization","May - 12-months",15,32,80,80,80,85,85,90,80,80,80,80,80,80,3.375,1.64462723892455
"327","HSCNAC","Political Polarization","May - 12-months",16,32,79.8,83.4,82.2,81.5,81.1,83,88,84.4,82.3,80,81.4,78.6,3.6,1.75426905485286
"328","A Woman Scientist","Political Polarization","May - 12-months",17,32,82,84,80,83,80,84,80,84,81,85,81,86,4.04166666666667,1.96949187871212
"329","Team29","Political Polarization","May - 12-months",18,32,82,83,84,85,86,87,88,90,90,90,90,90,4.04166666666667,1.96949187871212
"330","LongerSquigglyLines","Political Polarization","May - 12-months",19,32,85.925523,87.004302,88.440023,80.150398,84.22451,86.806114,85.154253,86.924462,89.496445,88.460859,86.570285,88.326855,4.10945658333333,2.00252569900084
"331","Tosbik","Political Polarization","May - 12-months",20,32,79,80,82,82,83,84,84,82,80,78,78,77,4.29166666666667,2.09131611863246
"332","Broken Mirror Neurons","Political Polarization","May - 12-months",21,32,78,75,78,82,85,83,86,84,86,79,80,77,4.70833333333333,2.29435651849968
"333","Turing Tesla Solutions","Political Polarization","May - 12-months",22,32,85,85,90,90,90,90,90,90,85,80,75,75,4.70833333333333,2.29435651849968
"334","Team IPA","Political Polarization","May - 12-months",23,32,81,82,82,83,84,86,86,76,72,74,78,80,4.875,2.37557267844658
"335","ForeverJung90","Political Polarization","May - 12-months",24,32,82,89,89,89,89,89,92,92,75,75,77,77,5.45833333333333,2.6598292382607
"336","Average Joes","Political Polarization","May - 12-months",25,32,79.3854700854701,79.3854700854701,79.3854700854701,79.3854700854701,79.3854700854701,79.3854700854701,79.3854700854701,79.3854700854701,79.3854700854701,79.3854700854701,79.3854700854701,79.3854700854701,5.55377492877491,2.70633763754652
"337","ms607","Political Polarization","May - 12-months",26,32,75,80,77,79,81,75,82,85,80,77,83,85,5.79166666666667,2.82226155815448
"338","SCREEN Team","Political Polarization","May - 12-months",27,32,85,90,85,80,80,75,75,80,80,80,80,80,5.95833333333333,2.90347771810137
"339","IPZ_predi","Political Polarization","May - 12-months",28,32,88.088,79.6479721069336,79.7514572143555,79.8549423217773,79.9584350585938,80.0619201660156,80.165412902832,80.2688980102539,79.1305313110352,79.234016418457,79.3375015258789,79.4409942626953,5.97799322509766,2.91305792358579
"340","TheMets","Political Polarization","May - 12-months",29,32,78.3,78,78.3,78,78.3,78,78.3,78,78.3,78,78.3,78,6.60833333333333,3.22022074189425
"341","Little Bear","Political Polarization","May - 12-months",30,32,85,85,78,82,80,90,95,95,95,95,90,85,6.625,3.22834235788894
"342","The Nowcast","Political Polarization","May - 12-months",31,32,80,81,82,84,86,87,84,69,69,69,69,69,7.625,3.71563931757029
"343","Old Chickens","Political Polarization","May - 12-months",32,32,90.6924913097722,91.5155729821427,92.2724732016051,93.1505376774878,93.5395659495791,94.0310886782013,94.4200222098361,94.7043133627266,94.8851701889683,94.9669994070923,94.9571795455699,94.865686090642,8.95842505030195,4.36541329054538
"344","Imielin","Positive Affect in Social Media","May - 12-months",1,28,-1.35,-1.25,-1.15,-1.15,-1.28,-1.28,-1.28,-1,-1.1,-1.2,-1,-0.9,0.22462137175,0.75994300445531
"345","CantabRoyal","Positive Affect in Social Media","May - 12-months",2,28,-1,-1.1,-1.2,-1.1,-1.1,-1.4,-1.4,-1.3,-1.2,-1,-1,-1,0.23297461075,0.788203830631986
"346","TeamKL","Positive Affect in Social Media","May - 12-months",3,28,-1.2,-1.2,-1.2,-1.2,-1.1,-1.1,-1.1,-1.1,-1.05,-1.05,-1.1,-1.1,0.25797461075,0.872784273549625
"347","Compassionate Values","Positive Affect in Social Media","May - 12-months",4,28,-1.058,-1.062,-1.066,-1.07,-1.074,-1.078,-1.082,-1.086,-1.09,-1.094,-1.098,-1.102,0.30297461075,1.02502907080138
"348","BlackSwan","Positive Affect in Social Media","May - 12-months",5,28,-1.5,-1.2,-0.9,-1.2,-0.9,-1.2,-0.9,-1.2,-0.9,-1.2,-0.9,-1.2,0.311928687916667,1.05532266330839
"349","The Forecasting Four","Positive Affect in Social Media","May - 12-months",6,28,-1.23,-1.3,-1.17,-1.03,-1.06,-1.13,-0.85,-0.93,-0.99,-0.96,-1.05,-1.05,0.32047461075,1.08423538084372
"350","ms607","Positive Affect in Social Media","May - 12-months",7,28,-1.2,-1.1,-1.3,-0.97,-0.95,-1.1,-0.95,-1.2,-0.9,-1.1,-0.8,-1.2,0.329030296916667,1.11318112986136
"351","AbCdEfG","Positive Affect in Social Media","May - 12-months",8,28,-0.9333,-1.1826,-0.983,-1.1532,-1.0396,-0.8595,-1.137,-1.3994,-0.9259,-0.9302,-1.2639,-1.0749,0.329085417416667,1.11336761451352
"352","ForeverJung90","Positive Affect in Social Media","May - 12-months",9,28,-1.1,-0.9,-0.9,-0.9,-0.9,-0.9,-1.1,-1.1,-1.2,-1.2,-1.2,-1.2,0.35021118675,1.18484069160109
"353","Bluebirds","Positive Affect in Social Media","May - 12-months",10,28,-0.999343,-1.30966,-0.842154,-1.00445,-1.30409,-0.848849,-1.00542,-1.29728,-0.854875,-1.00622,-1.29061,-0.855234,0.35026165625,1.18501144090764
"354","WQXZ","Positive Affect in Social Media","May - 12-months",11,28,-0.97658,-1.2778,-0.81689,-0.99204,-1.3028,-0.81412,-0.99235,-1.2945,-0.83359,-1.0087,-1.3195,-0.83082,0.368284572916667,1.24598689188101
"355","WeGen","Positive Affect in Social Media","May - 12-months",12,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.38297461075,1.29568648813782
"356","CheeseCake","Positive Affect in Social Media","May - 12-months",13,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.38297461075,1.29568648813782
"357","Team29","Positive Affect in Social Media","May - 12-months",14,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.38297461075,1.29568648813782
"358","MLTS","Positive Affect in Social Media","May - 12-months",15,28,-0.963901588481353,-0.946688752991031,-1.03674697751251,-1.01896928185072,-0.970778336255486,-0.9987213727757,-1.02033384502848,-0.997319497823987,-0.992835441656659,-1.00964604627502,-1.00810016841258,-0.999515745831337,0.386011522842095,1.30596102293187
"359","StatFore","Positive Affect in Social Media","May - 12-months",16,28,-0.954934239256318,-0.923653308861034,-1.0552193335553,-1.03098416074983,-0.956994165296666,-0.998585077354194,-1.03209673578092,-0.995199317695993,-0.987572771123509,-1.01450759032569,-1.0110079235369,-0.996064777899056,0.386572993963716,1.30786060197796
"360","Bordeaux","Positive Affect in Social Media","May - 12-months",17,28,-0.998,-1.055,-0.998,-0.929,-0.998,-0.998,-0.966,-0.998,-0.996,-1.004,-0.998,-0.972,0.39047461075,1.32106062101311
"361","Heisenburg","Positive Affect in Social Media","May - 12-months",18,28,-0.873173681978742,-0.910349382405022,-1.21784366871014,-0.819901905278789,-0.997394540625973,-1.2392153771919,-0.775403768242589,-0.97720210104744,-1.24243841948512,-0.801102633439778,-0.970460188068903,-1.22845469299728,0.393527715793574,1.3313899400875
"362","Average Joes","Positive Affect in Social Media","May - 12-months",19,28,-0.973223079273665,-0.973223079273665,-0.973223079273665,-0.973223079273665,-0.973223079273665,-0.973223079273665,-0.973223079273665,-0.973223079273665,-0.973223079273665,-0.973223079273665,-0.973223079273665,-0.973223079273665,0.409751531476335,1.38627864073798
"363","Duckling Power","Positive Affect in Social Media","May - 12-months",20,28,-0.776,-1.0627,-0.8861633,-1.076909,-1,-0.7907,-1.044,-1.29,-0.786,-0.847,-1.193,-0.948,0.41046938125,1.38870728281018
"364","TheMets","Positive Affect in Social Media","May - 12-months",21,28,-0.973,-0.972,-0.973,-0.972,-0.973,-0.972,-0.973,-0.972,-0.973,-0.972,-0.973,-0.972,0.41047461075,1.38872497534723
"365","RTTMT","Positive Affect in Social Media","May - 12-months",22,28,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,0.41297461075,1.39718301963899
"366","BRTWN","Positive Affect in Social Media","May - 12-months",23,28,-0.8718201,-0.8182955,-1.0865841,-1.0313649,-0.884906,-0.966849,-1.0298003,-0.9588712,-0.9435329,-0.9920787,-0.9855549,-0.9579156,0.42234351075,1.42888004810503
"367","fearfulastra","Positive Affect in Social Media","May - 12-months",24,28,-0.867,-1.153,-0.977,-1.167,-1.091,-0.881,-0.885,-0.889,-0.893,-0.896,-0.9,-0.904,0.424391277416667,1.43580808857138
"368","A Woman Scientist","Positive Affect in Social Media","May - 12-months",25,28,-0.8,-0.95,-0.9,-0.8,-1.4,-1.2,-1.3,-0.8,-1,-0.4,-1.15,-0.8,0.424641277416667,1.43665389300055
"369","LongerSquigglyLines","Positive Affect in Social Media","May - 12-months",26,28,-0.493233,-0.79957,-1.291247,-1.506659,-0.435867,-0.849806,-1.264781,-1.458446,-0.7979,-0.760297,-1.243443,-1.228803,0.42687453175,1.444209478627
"370","Me Myself and I","Positive Affect in Social Media","May - 12-months",27,28,-1,-0.8,-0.8,-0.8,-0.9,-0.9,-1,-1.1,-1.1,-1,-1,-1,0.43297461075,1.4648473739731
"371","SCREEN Team","Positive Affect in Social Media","May - 12-months",28,28,-2.5,-2,-2,-2,-2,-2,-1.5,-1.5,-2,-2,-2,-2,0.575358722583333,1.94656382370502
"372","BlackSwan","Explicit African American Bias","November - 6-months",1,32,NA,NA,NA,NA,NA,NA,-0.2,-0.2,-0.21,-0.21,-0.21,-0.21,0.0106680583333333,0.354090991496177
"373","FMTeam","Explicit African American Bias","November - 6-months",2,32,NA,NA,NA,NA,NA,NA,-0.2035987,-0.2035987,-0.2035987,-0.2035987,-0.2035987,-0.2035987,0.0111014016666667,0.368474393401547
"374","Compassionate Values","Explicit African American Bias","November - 6-months",3,32,NA,NA,NA,NA,NA,NA,-0.19,-0.19,-0.19,-0.19,-0.2,-0.2,0.0123009683333333,0.408290050299351
"375","MLTS","Explicit African American Bias","November - 6-months",4,32,NA,NA,NA,NA,NA,NA,-0.195824791,-0.196588734,-0.197352677,-0.19811662,-0.198880564,-0.199644507,0.0125467898333333,0.416449283774304
"376","Northstar","Explicit African American Bias","November - 6-months",5,32,NA,NA,NA,NA,NA,NA,-0.2,-0.21,-0.19,-0.2,-0.21,-0.19,0.0140013916666667,0.464729991406713
"377","Imielin","Explicit African American Bias","November - 6-months",6,32,NA,NA,NA,NA,NA,NA,-0.19,-0.19,-0.2,-0.194,-0.193,-0.192,0.0158009683333333,0.524461000205414
"378","datamodelers","Explicit African American Bias","November - 6-months",7,32,NA,NA,NA,NA,NA,NA,-0.1958663,-0.2092765,-0.1916186,-0.2288143,-0.2304895,-0.2507513,0.0202947066666667,0.673615814723305
"379","Polarization Disciples","Explicit African American Bias","November - 6-months",8,32,NA,NA,NA,NA,NA,NA,-0.217981974,-0.217577003,-0.226042983,-0.223057773,-0.226629161,-0.232208691,0.0237403268333333,0.787981805516777
"380","scaled-humanity","Explicit African American Bias","November - 6-months",9,32,NA,NA,NA,NA,NA,NA,-0.1875254,-0.1897127,-0.17275656,-0.1860589,-0.16601599,-0.1793184,0.0241222886666667,0.800659768089976
"381","FrostNova","Explicit African American Bias","November - 6-months",10,32,NA,NA,NA,NA,NA,NA,-0.2,-0.2,-0.2,-0.18,-0.18,-0.16,0.0256343016666667,0.850846049941495
"382","Team Social Psychological Skill","Explicit African American Bias","November - 6-months",11,32,NA,NA,NA,NA,NA,NA,-0.194602799,-0.186806189,-0.183529208,-0.172220254,-0.152262999,-0.151563239,0.0298873286666667,0.992011246103247
"383","ForeverJung90","Explicit African American Bias","November - 6-months",12,32,NA,NA,NA,NA,NA,NA,-0.17,-0.15,-0.2,-0.2,-0.17,-0.15,0.0313608586666667,1.0409202117647
"384","Tosbik","Explicit African American Bias","November - 6-months",13,32,NA,NA,NA,NA,NA,NA,-0.22,-0.23,-0.23,-0.2,-0.24,-0.25,0.032088664,1.06507730802756
"385","adamman","Explicit African American Bias","November - 6-months",14,32,NA,NA,NA,NA,NA,NA,-0.202138053,-0.189993304,-0.154172018,-0.178737429,-0.16960132,-0.136860328,0.032530073,1.07972842312102
"386","TAPE-Measurement","Explicit African American Bias","November - 6-months",15,32,NA,NA,NA,NA,NA,NA,-0.19,-0.18,-0.17,-0.16,-0.15,-0.152,0.034116047,1.13236959629425
"387","fearfulastra","Explicit African American Bias","November - 6-months",16,32,NA,NA,NA,NA,NA,NA,-0.147,-0.15,-0.153,-0.157,-0.16,-0.163,0.0451759373333333,1.49946615797431
"388","Pythia","Explicit African American Bias","November - 6-months",17,32,NA,NA,NA,NA,NA,NA,-0.178446084,-0.165137827,-0.154574002,-0.142840541,-0.135142003,-0.125490184,0.0499041638333333,1.65640403336746
"389","Lotus","Explicit African American Bias","November - 6-months",18,32,NA,NA,NA,NA,NA,NA,-0.23,-0.23,-0.25,-0.25,-0.27,-0.28,0.0514907293333333,1.70906483943123
"390","The Well-Adjusted R Squares","Explicit African American Bias","November - 6-months",19,32,NA,NA,NA,NA,NA,NA,-0.1190611,-0.121942,-0.1248229,-0.1277038,-0.1305847,-0.1334656,0.0739125873333333,2.45328442300804
"391","Dragon","Explicit African American Bias","November - 6-months",20,32,NA,NA,NA,NA,NA,NA,-0.15,-0.14,-0.13,-0.12,-0.11,-0.1,0.0751759373333333,2.49521715716913
"392","LongerSquigglyLines","Explicit African American Bias","November - 6-months",21,32,NA,NA,NA,NA,NA,NA,-0.142415,-0.061866,-0.095618,-0.14626,-0.129957,-0.139493,0.0809077706666667,2.6854664494653
"393","Team Blue Skies","Explicit African American Bias","November - 6-months",22,32,NA,NA,NA,NA,NA,NA,-0.11487669,-0.11487669,-0.113210023,-0.113210023,-0.111543357,-0.111543357,0.086965914,2.8865465253797
"394","Bluebirds","Explicit African American Bias","November - 6-months",23,32,NA,NA,NA,NA,NA,NA,-0.0964872,-0.0984455,-0.100396,-0.102343,-0.104288,-0.106202,0.098815654,3.27985954021966
"395","Cynical Belief in the Inexorable Crush of the Wheel","Explicit African American Bias","November - 6-months",24,32,NA,NA,NA,NA,NA,NA,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,0.100175937333333,3.32500965649815
"396","WQXZ","Explicit African American Bias","November - 6-months",25,32,NA,NA,NA,NA,NA,NA,-0.077757,-0.078404,-0.079052,-0.079699,-0.080347,-0.080994,0.120800437333333,4.00957187259461
"397","Heisenburg","Explicit African American Bias","November - 6-months",26,32,NA,NA,NA,NA,NA,NA,-0.097,-0.076,-0.061,-0.061,-0.09,-0.085,0.121842604,4.04416315591664
"398","Bordeaux","Explicit African American Bias","November - 6-months",27,32,NA,NA,NA,NA,NA,NA,-0.07,-0.07,-0.07,-0.07,-0.07,-0.07,0.130175937333333,4.32076065569298
"399","BRTWN","Explicit African American Bias","November - 6-months",28,32,NA,NA,NA,NA,NA,NA,-0.06584536,-0.05995743,-0.0543951,-0.04877094,-0.07337077,-0.07056412,0.138025317333333,4.5812949216283
"400","Average Joes","Explicit African American Bias","November - 6-months",29,32,NA,NA,NA,NA,NA,NA,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,0.140175937333333,4.65267765542458
"401","Team29","Explicit African American Bias","November - 6-months",30,32,NA,NA,NA,NA,NA,NA,-0.05,-0.05,-0.05,-0.05,-0.05,-0.05,0.150175937333333,4.98459465515619
"402","TheMets","Explicit African American Bias","November - 6-months",31,32,NA,NA,NA,NA,NA,NA,-0.042,-0.039,-0.042,-0.039,-0.042,-0.039,0.159675937333333,5.29991580490122
"403","TeamKL","Explicit African American Bias","November - 6-months",32,32,NA,NA,NA,NA,NA,NA,0.07,0.08,0.09,0.05,0.1,0.09,0.280175937333333,9.29951565166709
