,X,ResponseId,phase,team_name,domain,counterfact,othercounter,Participant.s.Previous.Response,Presence.of.Counterfactual.OT,Presence.of.Counterfactual.HK,Agreement_Presence_1,Presence.of.Counterfactual.1.OT,Presence.of.Counterfactual..1.HK,Agreement_Presence_2,CounterFactual_Presence_Final,counterNum,COVID.19.OT,COVID.19.HK,Agreement_COVID_1,COVID.19..2.OT,COVID.19.2.HK,Agreement_COVID_2,COVID.Final,Onus.OT,Onus.HK,Onus_Agreement_1,Onus.2.OT,Onus.2.HK,Onus_Agreement_2,Onus.Final,Flagged.OT,Flagged.HK,Comments.OT,Comments.HK
368,368,R_1JWmrGXn99bxXrT,2,Sociology,ideolrep,We might assume that had the election gone differently or had there been more disruption of democracy things could have changed.,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
369,369,R_1JWmrGXn99bxXrT,2,Sociology,igend,"It can be hard to dramatically move implicit bias. I had originally thought, in my first predictions, that the shifts to traditional setups in the face of the pandemic might have led to a slight increase in implicit bias, but I now see that was not the case. Most likely implicit bias will just keep fairly steady if even a huge shock with big impacts on gendered work-family arrangements didn't move it. Perhaps having a woman vice president will have some slight impact on implicit gender bias and Biden-Harris not winning might have produced a slightly different pattern, but I am doubtful about whether having a woman vice president will noticeably reduce implicit gender bias.",NA,NA,1,1,0,NA,NA,NA,1,1,0,2,1,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
370,370,R_1JWmrGXn99bxXrT,2,Sociology,egend,"The pandemic didn't really change the numbers, so I don't know what counterfactual would have mattered here.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
371,371,R_3fq2fXmmzqnpCKO,2,Cynical Belief in the Inexorable Crush of the Wheel,iasian,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
372,372,R_3fq2fXmmzqnpCKO,2,Cynical Belief in the Inexorable Crush of the Wheel,easian,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
373,373,R_3fq2fXmmzqnpCKO,2,Cynical Belief in the Inexorable Crush of the Wheel,iafric,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
374,374,R_3fq2fXmmzqnpCKO,2,Cynical Belief in the Inexorable Crush of the Wheel,eafric,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
375,375,R_VW6L7msoFtfLVqF,2,Renegade,lifesat,Basically if there WASN'T an economic downturn and shutdowns; also lack of general political uncertainty,NA,NA,1,1,0,NA,NA,NA,1,2,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
376,376,R_VW6L7msoFtfLVqF,2,Renegade,iasian,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
377,377,R_0cTB0KDG2PrYysN,2,Dragon,lifesat,A major terroist attack in the USA (of the magnitude of the 9/11 attack). Life satisfication would have gone down due to anxiety about more attacks and entering into a war.,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
378,378,R_0cTB0KDG2PrYysN,2,Dragon,negaffect,Trump won the election. Had Trump won the election there would be more negative affect expressed over the long term because of all the outragous things he does and says as president which Democrats object to.,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
379,379,R_0cTB0KDG2PrYysN,2,Dragon,posaffect,Trump won the election. Had Trump won the election there would be more negative affect expressed over the long term because of all the outragous things he does and says as president which Democrats object to.,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
380,380,R_0cTB0KDG2PrYysN,2,Dragon,ideoldem,Biden was directly implicated in a serious corruption scandal. This would have reduced support for the Democrats because it would make the party appear less trustworthy.,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
381,381,R_0cTB0KDG2PrYysN,2,Dragon,ideolrep,Biden was directly implicated in a serious corruption scandal. This would have reduced support for the Democrats because it would make the party appear less trustworthy.,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
382,382,R_0cTB0KDG2PrYysN,2,Dragon,polar,Had Trump won the election I would have expected political polarisation to increase at an even faster rate. This is because Trump is a particularly divisive politician.,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
383,383,R_0cTB0KDG2PrYysN,2,Dragon,iasian,"Had Trump won the election then the president would still be calling covid-19 the ""China Virus"" which could have increases implicit Asian-American bias. But because he didn't, I expect levels to return to pre-covid average.",NA,NA,1,1,0,NA,NA,NA,1,1,1,2,1,NA,NA,NA,1,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
384,384,R_0cTB0KDG2PrYysN,2,Dragon,easian,"Had Trump won the election then explicit Asian-American bias would have gotten worse because Trump calls Covid-19 the ""China Virus"". But because Trump didn't win I expect bias to return to pre-covid levels.",NA,NA,1,1,0,NA,NA,NA,1,1,1,2,1,NA,NA,NA,1,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
385,385,R_0cTB0KDG2PrYysN,2,Dragon,iafric,Had Trump won the election I think African-American bias would have gotten worse because of his dogwhistle politics and opposition to Black Lives Matter movement.,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
386,386,R_0cTB0KDG2PrYysN,2,Dragon,eafric,If Trump had won the election I think the bias would have become larger due to his dogwhistle politics and opposition to Black Lives Matter movement.,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
387,387,R_0cTB0KDG2PrYysN,2,Dragon,igend,"I can't think of any realistic event between April and Novemenber 2020 that would have been an important counterfactural. Rather, I think changes over time in geneder bias reflect slow changes in culture.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
388,388,R_0cTB0KDG2PrYysN,2,Dragon,egend,"I can't think of any realistic event between April and Novemenber 2020 that would have been an important counterfactural. Rather, I think changes over time in geneder bias reflect slow changes in culture.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
389,389,R_1gcjcwcFt7dVhqG,2,BlackSwan,lifesat,"If we had found a vaccine until know and it had become available to the General Population, I would have estimate a slight increase in life-satisfaction for a short period (say 1-2 months)",NA,NA,1,1,0,NA,NA,NA,1,1,2,0,1,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
390,390,R_1gcjcwcFt7dVhqG,2,BlackSwan,negaffect,"Had Trump won the election, I thought affect on Twitter would have even increased.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
391,391,R_1gcjcwcFt7dVhqG,2,BlackSwan,posaffect,"Had Trump won the election, I thought affect on Twitter would have even increased.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
392,392,R_1gcjcwcFt7dVhqG,2,BlackSwan,ideoldem,"If Trump had won the election, I think support for the Republicans would have remained stable.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
393,393,R_1gcjcwcFt7dVhqG,2,BlackSwan,ideolrep,"If Trump had won the election, I think support for the Republicans would have remained stable.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
394,394,R_1gcjcwcFt7dVhqG,2,BlackSwan,polar,"Had Trump won the election, I would have predicted that political polarization would increase even further.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
395,395,R_1gcjcwcFt7dVhqG,2,BlackSwan,iasian,"Had Trump won the election, I do not think imlicit asian-american bias would have changed much.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
396,396,R_1gcjcwcFt7dVhqG,2,BlackSwan,easian,"If Trump had won the election, I think it would not have made a big Impact on the explicit asian-american bias.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
397,397,R_1gcjcwcFt7dVhqG,2,BlackSwan,iafric,"Had Trump won the election, I do not think that implicit african-american bias would have changed much. The reason for this is that the slight changes in implicit african-american bias that we saw during his presidencey were likely due to culture, and I do not see that the president has a huge Impact on culture.",NA,NA,0,1,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
398,398,R_1gcjcwcFt7dVhqG,2,BlackSwan,eafric,"Had Trump won the election, I do not think explicit african-American bias would have changed much. The reason is that a substantial drop in explicit African-American bias occured in May 2020 during his presidency (probably related to the death of George Floyd).",NA,NA,0,1,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
399,399,R_1gcjcwcFt7dVhqG,2,BlackSwan,igend,none,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
400,400,R_1gcjcwcFt7dVhqG,2,BlackSwan,egend,-,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
401,401,R_25Kj6SQwGx3G7Ci,2,Team CCS,negaffect,"Our forecasting dataset represents affect on Twitter for English-speaking US Citizens. Hence, we expect a possible counter-factual to be anti-corona policy initiatives in the US. Had the US Health authorities been stricter and more consistent across states in their anti-corona policy early on in the pandemic (mandatory mask wearing, social distancing etc.), this might have resulted in less overall infections and deaths, to this date. We therefore predict that such policy initiatives would have changed affective language on the social media platform, shifting it towards language with a more positive affective valence. This is supported by data from the HOPE project (https://hope-project.dk/), that is tracking public reactions to the ongoing pandemic, comparing trends in seven western countries (including the US). This data shows that whereas fear was the overwhelming sentiment in the time period between April and October 2020, optimism prevailed in countries like Denmark, or Germany, which employed stricter social distancing guidelines, and were therefore able to substantially contain the spread of the virus. 	As an extension to this, large political events like the US elections should play an important impact on global affect on American Twitter. As Twitter users are mostly Democratic leaning ( https://www.pewresearch.org/internet/2019/04/24/sizing-up-twitter-users/ ), we would expect more negative affect if Donald Trump had won the 2020 election.",NA,NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,1,1,0,NA,NA,NA,1,NA,1,seems copy paste and out of timeline..,NA
402,402,R_25Kj6SQwGx3G7Ci,2,Team CCS,posaffect,"Our forecasting dataset represents affect on Twitter for English-speaking US Citizens. Hence, we expect a possible counter-factual to be anti-corona policy initiatives in the US. Had the US Health authorities been stricter and more consistent across states in their anti-corona policy early on in the pandemic (mandatory mask wearing, social distancing etc.), this might have resulted in less overall infections and deaths, to this date. We therefore predict that such policy initiatives would have changed affective language on the social media platform, shifting it towards language with a more positive affective valence. This is supported by data from the HOPE project (https://hope-project.dk/), that is tracking public reactions to the ongoing pandemic, comparing trends in seven western countries (including the US). This data shows that whereas fear was the overwhelming sentiment in the time period between April and October 2020, optimism prevailed in countries like Denmark, or Germany, which employed stricter social distancing guidelines, and were therefore able to substantially contain the spread of the virus. 	As an extension to this, large political events like the US elections should play an important impact on global affect on American Twitter. As Twitter users are mostly Democratic leaning ( https://www.pewresearch.org/internet/2019/04/24/sizing-up-twitter-users/ ), we would expect more negative affect if Donald Trump had won the 2020 election.",NA,NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,1,1,0,NA,NA,NA,1,NA,1,seems copy paste and out of timeline,NA
403,403,R_2Uhk1Yuj0cBFlT5,2,Mr Muddle,easian,"If borders were closed earlier - if U.S and indeed other countries have just closed the borders once the news have filtered out from China, the pandemic will very likely not be as severe and people around the world including Americans will not have their lives turned upside down and they wouldn't then see the need to blame Asian-Americans because their lives were not actually affected much.",The severity of the COVID-19 situation in the U.S and the fact that President Trump got infected as well.,NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,1,1,0,NA,NA,NA,1,NA,NA,NA,NA
404,404,R_DLVIGmn1pzs32P7,2,C-Team,lifesat,"Barring dramatic types of counterfactuals, earlier application of social distancing may have affected the forecast. The direction and effect size of that would be hard to estimate.",NA,NA,1,1,0,NA,NA,NA,1,1,2,0,1,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
405,405,R_3L72c3NrNGsOve2,2,Woodstock,egend,If Harris becomes president because Biden has to step down this could change perspectives,NA,NA,0,1,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,"Participant is predicting a future event, not a counterfactual",NA,NA,NA
406,406,R_31ioPcwrSSwt3Oa,2,Tosbik,ideoldem,"If Trump had won the election, my estimations would then be different.","If Trump decides not to leave the White House, things may change.",NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
407,407,R_31ioPcwrSSwt3Oa,2,Tosbik,ideolrep,"If Trump had won the election, my estimations would then be different.","If Trump decides not to leave the White House, things may change.",NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
408,408,R_31ioPcwrSSwt3Oa,2,Tosbik,polar,"If Trump had won the election, I would expect an even greater political polarization.","If Trump does not leave office, political polarization can deepen.",NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
409,409,R_31ioPcwrSSwt3Oa,2,Tosbik,iasian,"If Trump was elected as a president, my estimates would be slightly different.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
410,410,R_31ioPcwrSSwt3Oa,2,Tosbik,easian,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
411,411,R_31ioPcwrSSwt3Oa,2,Tosbik,iafric,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
412,412,R_31ioPcwrSSwt3Oa,2,Tosbik,eafric,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
413,418,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,negaffect,"Counterfactual 1: A vaccine does not become available in late spring / early summer, leading the pre-trend to persevere for longer than anticipated. The answer below relates to this counterfactual Counterfactual 2: A vaccine is made available, and isolation diminishes, but polarization persists due to diminishing valence of contact effects in a severely polarized environment Counterfactual 3: A vaccine is made available, and isolation diminishes, but hopelessness persists due to other unforeseen events (e.g. world war). We hope this to be exceedingly unlikely","As noted previously, counterfactual 2 was that polarization persists. Even if this occurs, hopefulness about the future could still be driven by the notion of an end of the pandemic.",NA,0,1,1,NA,NA,NA,0,0,0,2,1,NA,NA,NA,0,0,0,0,NA,NA,NA,0,"Participant is predicting a future event, not a counterfactual",NA,NA,NA
414,420,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,posaffect,"Counterfactual 1: A vaccine does not become available in late spring / early summer, leading the pre-trend to persevere for longer than anticipated. The answer below relates to this counterfactual Counterfactual 2: A vaccine is made available, and isolation diminishes, but polarization persists due to diminishing valence of contact effects in a severely polarized environment Counterfactual 3: A vaccine is made available, and isolation diminishes, but hopelessness persists due to other unforeseen events (e.g. world war). We hope this to be exceedingly unlikely","As noted previously, counterfactual 2 was that polarization persists. Even if this occurs, hopefulness about the future could still be driven by the notion of an end of the pandemic.",NA,0,1,1,NA,NA,NA,0,0,0,2,1,NA,NA,NA,0,0,0,0,NA,NA,NA,0,"Participant is predicting a future event, not a counterfactual",NA,NA,NA
415,421,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,iasian,"That Conservative Media will continue to depict COVID-19 as China's fault in an effort to negatively depict Biden as ""Beijing Biden"" who protects china from responsibility and is ""bought"" by the Chinese government",NA,NA,0,1,1,NA,NA,NA,0,0,0,2,1,NA,NA,NA,0,0,1,1,NA,NA,NA,0,"Participant is predicting a future event, not a counterfactual",NA,NA,NA
416,422,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,easian,"Media continue to depict White individuals quite negatively, driving POC to have even lower aggregate warmth towards White folks, and encouraging this measure to go down over time more quickly than anticipated in each month period","conservative media grows *less* kind in its depictions of Asian individuals as the media narrative surrounding China's alleged responsibility for COVID-19 grows in order to blame ""Beijing Biden"" and China jointly for COVID-19",NA,0,1,1,NA,NA,NA,0,0,0,1,1,NA,NA,NA,0,0,0,0,NA,NA,NA,0,"Participant is predicting a future event, not a counterfactual",NA,NA,NA
417,423,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,iafric,"Media regarding White individuals continues to be largely negative, further driving up Implicit anti-Whiteness bias among POC and White liberals.","Conservative media will not target Kamala Harris. This absence of negative depictions will, compared to our forecast, will suggest lower levels of anti-Black implicit bias among White conservatives.",NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,"Participant is predicting a future event, not a counterfactual",NA,NA,NA
418,424,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,eafric,"Media surrounding Trump and prominent conservative elected officials, surrounding hate crimes and riots by White conservatives, and surrounding White police officers and vigilantes who harmed unarmed Black individuals continue, unabated, and continue to drive up growth in anti-Whiteness among POC","Conservative media do not focus on Kamala Harris's Blackness, and thus White conservatives continue to see steady declines in explicit anti-Blackness.",NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,"Participant is predicting a future event, not a counterfactual",NA,NA,NA
419,425,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,igend,"The pandemic does not end when expected, delaying trend reversals of women going into / out of the labor market, and leading bias to increase over time for the entire forecast period",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,"Participant is predicting a future event, not a counterfactual",NA,NA,NA
420,426,R_ZwuBNPxXfr7ulbj,2,TAPE-Measurement,egend,"The pandemic does not end during the forecast period, women do not return to work, and bias continues to grow unabated.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,"Participant is predicting a future event, not a counterfactual",NA,NA,NA
421,427,R_1ozQu5NIlLBJiI7,2,Nigel Mantou Lou,iasian,political leaders in the US condemn anti-Asian hate crimes and address this issue publicly.,"If Trump did not use ""Chinese virus"" or ""Kung flu"" to describe the virus.",NA,1,1,0,NA,NA,NA,1,2,1,1,0,NA,NA,NA,1,1,1,0,NA,NA,NA,1,NA,NA,NA,NA
422,428,R_1ozQu5NIlLBJiI7,2,Nigel Mantou Lou,easian,If political leaders in the white house condemn bias and hate crimes against Asians during the pandemic.,If there are national protests to raise awareness about the increase of anti-Asian hate crimes in the US.,NA,1,1,0,NA,NA,NA,1,2,1,0,1,NA,NA,NA,0,1,2,1,NA,NA,NA,1,NA,NA,NA,NA
423,429,R_85MoCqRRQ2G0h1f,2,HSCNAC,polar,Had Trump been elected,NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
424,430,R_85MoCqRRQ2G0h1f,2,HSCNAC,iafric,had COVID-19 been better controlled in the U.S.,NA,NA,1,1,0,NA,NA,NA,1,1,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
425,431,R_3D0iEIsVGa2GAyh,2,Team Supreme Ignorance,negaffect,Serious side effects of major Covid-19 vaccine candidates,NA,NA,1,0,1,NA,NA,NA,1,0,2,0,1,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
426,432,R_3D0iEIsVGa2GAyh,2,Team Supreme Ignorance,posaffect,Serious side effects of major Covid-19 vaccine candidates,NA,NA,1,0,1,NA,NA,NA,1,0,2,0,1,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
427,433,R_3D0iEIsVGa2GAyh,2,Team Supreme Ignorance,ideoldem,"Death of Trump due to Covid – that one is non-obvious, but I believe it might have helped Republicans","Mandatory social distancing/mask wearing earlier, demanded by the president – would likely have reduced Covid-19 deaths, but would have helped Democrats because it would have taken away the whole “freedom” story from Republican base Economic crisis without direct relation to Covid – would have substantially hurt Republicans International military/armed incident – would have helped Republicans substantially",NA,1,1,0,NA,NA,NA,1,3,2,2,0,NA,NA,NA,2,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
428,434,R_3D0iEIsVGa2GAyh,2,Team Supreme Ignorance,ideolrep,"Death of Trump due to Covid – that one is non-obvious, but I believe it might have helped Republicans","Mandatory social distancing/mask wearing earlier, demanded by the president – would likely have reduced Covid-19 deaths, but would have helped Democrats because it would have taken away the whole “freedom” story from Republican base Economic crisis without direct relation to Covid – would have substantially hurt Republicans International military/armed incident – would have helped Republicans substantially",NA,1,1,0,NA,NA,NA,1,3,2,2,0,NA,NA,NA,2,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
429,435,R_3D0iEIsVGa2GAyh,2,Team Supreme Ignorance,polar,"Death of Trump or Biden would have certainly shifted my forecast. Not completely sure in the case of Trump’s death, as Pence’s handling of the remaining time in office would have provided clues about his future plans and, thus, possible election outcomes. Also not clear about how a Harris ticket would have fared, and if elected, would be perceived even by otherwise democratic voters, given persistent bias against women in leadership positions.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,1,0,1,NA,NA,NA,0,NA,NA,NA,NA
430,436,R_3D0iEIsVGa2GAyh,2,Team Supreme Ignorance,igend,"I view this as a long-term trend. There might be short pertubations but I do not think that overall, there is much that would have substantially change my forecast. Of course, anything that would have changed any historic value in the time series would also have impacted my actual forecast, but conceptually, I would not have performed the forecast differently.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
431,437,R_3D0iEIsVGa2GAyh,2,Team Supreme Ignorance,egend,"I view this as a long-term trend. There might be short pertubations but I do not think that overall, there is much that would have substantially change my forecast. Of course, anything that would have changed any historic value in the time series would also have impacted my actual forecast, but conceptually, I would not have performed the forecast differently.",NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
432,438,R_T8hmkmxRvHmXZBv,2,CheeseCake,lifesat,"More effective government actions against COVID 19; both parties had not used COVID-19 as political tools against each other,",2020 election;,NA,1,1,0,NA,NA,NA,1,2,2,2,0,NA,NA,NA,2,1,1,0,NA,NA,NA,1,NA,NA,NA,NA
433,439,R_T8hmkmxRvHmXZBv,2,CheeseCake,negaffect,IF there were no covid-19;,heightened racial conflict,NA,1,1,0,NA,NA,NA,1,2,1,1,0,NA,NA,NA,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
434,440,R_T8hmkmxRvHmXZBv,2,CheeseCake,posaffect,IF there were no covid-19;,heightened racial conflict,NA,1,1,0,NA,NA,NA,1,2,1,1,0,NA,NA,NA,1,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
435,441,R_T8hmkmxRvHmXZBv,2,CheeseCake,easian,covid 19,racial conflict,NA,1,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
436,442,R_332xVIyLuh4J5SG,2,polarization-2020CO,lifesat,"I think if we didn't have an election this year, things could have played differently. The reasons is that there has been a lot of politicization of science surrounding the virus which could have shaped some decisions and perceptions negatively.",NA,NA,1,1,0,NA,NA,NA,1,1,1,0,1,NA,NA,NA,1,0,0,0,NA,NA,NA,0,NA,NA,NA,"for onus, blaming election?"
437,443,R_332xVIyLuh4J5SG,2,polarization-2020CO,negaffect,"I think if we didn't have an election this year, we would see much less fluctuations in both positive and negative affect.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
438,444,R_332xVIyLuh4J5SG,2,polarization-2020CO,posaffect,"I think if we didn't have an election this year, we would see much less fluctuations in both positive and negative affect.",NA,NA,1,1,0,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
439,445,R_332xVIyLuh4J5SG,2,polarization-2020CO,ideoldem,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
440,446,R_332xVIyLuh4J5SG,2,polarization-2020CO,ideolrep,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
441,447,R_332xVIyLuh4J5SG,2,polarization-2020CO,polar,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
442,448,R_1qdMLd8uvn2UqtG,2,Team42,lifesat,"Various variables related to Covid-19 pandemic (e.g. parameters of spreading; implemented measures e.g. social distancing, facemask wearing etc.).",NA,NA,1,0,1,NA,NA,NA,0,0,2,2,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
443,449,R_1qdMLd8uvn2UqtG,2,Team42,negaffect,"Different policy regarding Covid-19 pandemic presented by more extreme politicians would change both, subjective perception and objective situation.",NA,NA,1,1,0,NA,NA,NA,1,1,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
444,450,R_1qdMLd8uvn2UqtG,2,Team42,posaffect,"Different policy regarding Covid-19 pandemic presented by more extreme politicians would change both, subjective perception and objective situation.",NA,NA,1,1,0,NA,NA,NA,1,1,2,2,0,NA,NA,NA,2,0,0,0,NA,NA,NA,0,NA,NA,NA,NA
445,451,R_1qdMLd8uvn2UqtG,2,Team42,ideoldem,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
446,452,R_1qdMLd8uvn2UqtG,2,Team42,ideolrep,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,NA,NA
