"","ResponseId","phase","domain","model","theory","parameters","numpred","covidcondyn","covidmeas","coviddesc"
"178","R_2tLue9TWKlCrv64",2,"lifesat",NA,"My predictions were simple and based on the idea that the past is a good prediction of the future. I took the current satisfaction during the pandemic and predicted that it would slowly shift back to the previous mean satisfaction prior to the pandemic.","No other variables were used.  Essentially, I took the current satisfaction and predicted that it would slowly shift back to the previous mean satisfaction.",NA,0,NA,NA
"179","R_2tLue9TWKlCrv64",1,"polar",NA,"We're already at incredibly high levels of polarization that can't go much higher, so although polarization may go up we might also be close to the ceiling so that it can't go up much more (at least how it's measured here).","N/A",NA,0,NA,NA
"180","R_2tM97nv8vKVkiWV",1,"easian",NA,"Recent surveys have documented the rise of anti-Asian sentiment and behaviors in the U.S., with some estimates as high as a 30% increase (Ipsos, 2020). This follows a historical trend of anti-Asian American bias in previous health crises, many originating in Asia (e.g. 1900 San Francisco plague, 2003 SARS outbreak, H5N1 and H1N1 outbreaks). Recent research has also suggested that rates of infectious disease are associated with greater implicit and explicit racial bias (O’Shea et al., 2019). We predict that with the rates of new cases of COVID-19, there is also greater explicit anti-Asian American bias.","Geographical location, exposure to COVID-19 news, exposure to COVID-19 patients, COVID-19 health literacy, political leadership response, unemployment rate, COVID-19 deaths, regulations to limit the spread of disease (e.g. social distancing, lockdowns, quarantining), pre-pandemic sentiment towards Asia/Asian Americans. In considering these variables (among others), we evaluated these influences as non-weighted contributors to the predicted outcome.",9,1,2,"The ongoing increase in cases will continue to influence media reports about COVID-19 as well as policies enacted to limit the spread of COVID-19 such as mask wearing, social distancing, business closures, lockdowns, and quarantining. Negative reactions to media exposure as well as to these policies may develop further scapegoating of Asian-Americans for the cause of the disease."
"181","R_2tM97nv8vKVkiWV",2,"easian",NA,NA,"Political leadership response, unemployment rate, regulations to limit the spread of disease (e.g. social distancing, lockdowns, quarantining), recent hate crimes toward Asian Americans, pre-pandemic sentiment towards Asia/Asian Americans. In considering these variables, we evaluated these influences as non-weighted contributors to the predicted outcome.",5,0,NA,NA
"182","R_2tM97nv8vKVkiWV",1,"iasian",NA,"Recent research has suggested that rates of infectious disease are associated with greater implicit and explicit racial bias (O’Shea et al., 2019). Coupled with past pandemics that have been documented alongside greater anti-Asian bias (e.g. SARS outbreak, H5N1 and H1N1 outbreaks), we predict that with the rates of new cases of COVID-19, there is also greater implicit anti-Asian American bias.","Political leadership response, unemployment rate, COVID-19 deaths, regulations to limit the spread of disease (e.g. social distancing, lockdowns, quarantining), pre-pandemic sentiment towards Asia/Asian Americans. In considering these variables (among others), we evaluated these influences as non-weighted contributors to the predicted outcome.",5,1,2,"Reports of the origin of the virus have perpetuated beliefs about the source of the pandemic, in which China (and Asia in general) has mainly been a target of. Governments have enacted public health regulations to limit the spread of COVID-19 such as mask wearing, social distancing, business closures, lockdowns, and quarantining, which has induced some pushback and resistance from the public, some of which has led to scapegoating towards Asian-Americans. "
"183","R_2tM97nv8vKVkiWV",2,"iasian",NA,NA,"Political leadership response, unemployment rate, COVID-19 cases and deaths, regulations to limit the spread of disease (e.g. social distancing, lockdowns, quarantining), pre-pandemic sentiment towards Asia/Asian Americans. In considering these variables, we evaluated these influences as non-weighted contributors to the predicted outcome",5,0,NA,NA
"184","R_2tM97nv8vKVkiWV",1,"lifesat",NA,"Studies have found that life satisfaction is largely based on life purpose, hope, and resiliency. Currently the state of the world has reached a standstill in certain aspects where many have lost their jobs or have lost work hours, while others have continued working as essential workers. The increasing trend in mindfulness has been correlated with an increase in resiliency and provided a source of home for many communities. We hypothesize that there will be a small decrease in life satisfaction through the increase in unemployment, followed by a plateau and continuing with an increase in life satisfaction as jobs return to normal and society begins to reopen. ","Unemployment rates, types of jobs considered essential jobs, reopening guidelines and timeline. Employment is a source of life purpose, with many put on hold due to lock down restrictions. A decrease in lockdown regulations will result in a return of employment and a likely increase in purpose. ",3,0,NA,NA
"185","R_2tM97nv8vKVkiWV",2,"lifesat",NA,"Studies have found that life satisfaction is largely based on life purpose, hope, and resiliency. Currently the state of the world has reached a standstill in certain aspects where many have lost their jobs or have lost work hours, while others have continued working as essential workers. The increase trend in mindfulness has been correlated with an increase in resiliency and provided a source of home for many communities. We hypothesize that there will be a small decrease in life satisfaction through the increase in unemployment, followed by a plateau and continuing with an increase in life satisfaction as jobs return to normal and society begins to reopen. ","Lockdown and shelter-in-place regulations, COVID-19 cases, COVID-19 deaths, and availability of vaccines. Lockdown/shelter regulations, COVID-19 cases, and COVID-19 deaths were hypothesized to reduce life satisfaction over time as cases rise, but vaccine availability may buffer this effect on its impact on life satisfaction.",4,1,2,"COVID-19 cases will not negatively impact life satisfaction when taking the effect of vaccine availability into account."
"186","R_2tM97nv8vKVkiWV",1,"polar",NA,"Political polarization has reported to widen in the aftermath of economic crises (e,g, Bisgaard, 2015, Funke et al., 2016). Coupled with the culmination of a political election cycle in the next several months, political rhetoric may increase polarization between political parties.","Current political attitudes, economic relief policies, regulations to limit the spread of disease (e.g. social distancing, lockdowns, quarantining), speed of federal response, attitudes and valence of political leadership response. In considering these variables, we evaluated the magnitude of these influences as non-weighted contributors to the predicted outcome. ",6,1,3,"The federal response to COVID-19 elicited vocal concerns about the handling of the public health crisis, including a relatively slow response time to enact policies (e.g. social distancing, lockdowns) to prevent the spread of the virus."
"187","R_2tM97nv8vKVkiWV",2,"polar",NA,"Political polarization has reported to widen in the aftermath of economic crises (e,g, Bisgaard, 2015, Funke et al., 2016). Coupled with the recent presidential election in the U.S. and increase in political activity, political polarization is expected to remain high but gradually return to pre-election baseline.","COVID-19 cases, COVID-19 deaths, economic relief policies, regulations to limit the spread of disease (e.g. social distancing, lockdowns, quarantining), speed of federal response, attitudes and valence of political leadership response. In considering these variables (among others), we evaluated the magnitude of these influences as non-weighted contributors to the predicted outcome. ",7,1,1,"continued increase in deaths will keep political politicization high until number of new deaths decrease after vaccine becomes more readily available"
"188","R_2UgadrXE2OiyQIB",1,"eafric","See answer for Life Satisfaction","See answers for Life Satisfaction","See answers for Life Satisfaction ",NA,0,NA,NA
"189","R_2UgadrXE2OiyQIB",1,"easian","See answers on Life Satisfaction","See answers on Life Satisfaction","See answers on Life Satisfaction",NA,0,NA,NA
"190","R_2UgadrXE2OiyQIB",1,"egend","See answers for Life Satisfaction","See answers for Life Satisfaction","See answers for Life Satisfaction",NA,0,NA,NA
"191","R_2UgadrXE2OiyQIB",1,"iafric","See answers on Life Satisfaction","See answers on Life Satisfaction","See answers on Life Satisfaction",NA,0,NA,NA
"192","R_2UgadrXE2OiyQIB",1,"iasian","See answers on Life Satisfaction","See answers on Life Satisfaction","See answers on Life Satisfaction",NA,0,NA,NA
"193","R_2UgadrXE2OiyQIB",1,"ideoldem","See answers on Life Satistfaction","See answers on Life Satistfaction","See answers on Life Satistfaction",NA,0,NA,NA
"194","R_2UgadrXE2OiyQIB",1,"ideolrep","See answers on Life Satistfaction","See answers on Life Satistfaction","See answers on Life Satistfaction",NA,0,NA,NA
"195","R_2UgadrXE2OiyQIB",1,"igend","See answers for Life Satisfaction","See answers for Life Satisfaction","See answers for Life Satisfaction",NA,0,NA,NA
"196","R_2UgadrXE2OiyQIB",1,"lifesat","I calculated the mean and median from the dataset and used them alternatively. 

","Good old ""regression to the mean"" goes back to Dalton, and I think it often is as good as any guess. I alternated with the median just to get some variation. ","None. ",NA,0,NA,NA
"197","R_2UgadrXE2OiyQIB",1,"negaffect","See answers on Life Satisfaction","See answers on Life Satisfaction","See answers on Life Satisfaction",NA,0,NA,NA
"198","R_2UgadrXE2OiyQIB",1,"polar","See answers on Life Satisfaction","See answers on Life Satisfaction","See answers on Life Satisfaction",NA,0,NA,NA
"199","R_2UgadrXE2OiyQIB",1,"posaffect","See answers on Life Satisfaction","See answers on Life Satisfaction","See answers on Life Satisfaction",NA,0,NA,NA
"200","R_2WB8J6PdmAAQGbM",1,"polar",NA,NA,NA,2,1,1,NA
"201","R_2wpETv2fShVR2Zx",1,"ideoldem","We formulate a simple model of political life. Agents with prior opinions distribution have the possibility to participate in political discussions with their neighbors. According to a Local Majority rule, agents are converted with some probability to the majoritarian opinion. Political discussions are not mandatory: participation arises from interest. We analyse events such as elections, important political news, and Covid-19, as participation shocks that increase the interest of agents for politics. Interest is subject to decay, and to stochastic events such as minor political events, that arise interest as well. These elements are formalised in a multi-agent simulation.

We think about the data that we aim at predicting. We do not deal with the actual opinion of individuals, but this opinion through the lens of pools and interviews. For this reason, our model includes abstentionist: agents that have a neutral opinion while participating in the political exchanges, and agents (either republicans or democrats) that are not participating because of a lack of interest. The model forecast for party support is the proportion of agents that are of a certain ideology, and are active in the political system. We consider that those not active, not interested enough in politics, would not pick up the phone, or not choose to name a party support.

The parameters of the model such as probability of conversion, interest decay, strength and variance of participation shocks, are calibrated as follows. Among many combinations possibles, and across numerous replications of the model, we restrict the range of definition of parameters, such that this range minimises the statistical distance between model output and previous data, letting the model run from January 2017 to April 2020. We proceed with the help of sophisticated exploration methods for simulations such as the calibration profile algorithm. Under the assumption that these deep parameters are unchanged, we proceed with the projections. We create a Sobol sampling (low-discrepancy sequence, i.e. we generate a quasi uniform 7-dimensional set of parameter values covering the full diversity of the parameters interval of definition). The resulting distribution of forecasts are our predictions.","We simply had a simple model of political participation and discussion in mind. It is fairly simple, even simplistic, but captures the main phenomena we are interested in studying. 
We noted a plausible correlation between important events (school shooting, Mueller testimony, elections, etc) and surge in participation (percentage of agents displaying party support) in the data. We then interpreted the current Covid-19 episode, and the forthcoming US election, as similar participation shocks. ","As mentioned above, through the calibration profile algorithm, we identify:
- Values for parameters that are reasonible, i.e. that would in a retro-prediction exercise using the model, consistently yield patterns that are close enough to the data.
- Some parameters seem to have a minimal impact on the model output. In fact, in our 7 parameters, most of the variation appears to concentrate on two only, and on a specific interval. Here, the calibration profile algorithm allows us to focus our attention to ""reasonible"" scenarios, and to make prediction computationally feasible.",7,0,NA,NA
"202","R_2wpETv2fShVR2Zx",1,"ideolrep","We formulate a simple model of political life. Agents with prior opinions distribution have the possibility to participate in political discussions with their neighbors. According to a Local Majority rule, agents are converted with some probability to the majoritarian opinion. Political discussions are not mandatory: participation arises from interest. We analyse events such as elections, important political news, and Covid-19, as participation shocks that increase the interest of agents for politics. Interest is subject to decay, and to stochastic events such as minor political events, that arise interest as well. These elements are formalised in a multi-agent simulation.

We think about the data that we aim at predicting. We do not deal with the actual opinion of individuals, but this opinion through the lens of pools and interviews. For this reason, our model includes abstentionist: agents that have a neutral opinion while participating in the political exchanges, and agents (either republicans or democrats) that are not participating because of a lack of interest. The model forecast for party support is the proportion of agents that are of a certain ideology, and are active in the political system. We consider that those not active, not interested enough in politics, would not pick up the phone, or not choose to name a party support.

The parameters of the model such as probability of conversion, interest decay, strength and variance of participation shocks, are calibrated as follows. Among many combinations possibles, and across numerous replications of the model, we restrict the range of definition of parameters, such that this range minimises the statistical distance between model output and previous data, letting the model run from January 2017 to April 2020. We proceed with the help of sophisticated exploration methods for simulations such as the calibration profile algorithm. Under the assumption that these deep parameters are unchanged, we proceed with the projections. We create a Sobol sampling (low-discrepancy sequence, i.e. we generate a quasi uniform 7-dimensional set of parameter values covering the full diversity of the parameters interval of definition). The resulting distribution of forecasts are our predictions.","We simply had a simple model of political participation and discussion in mind. It is fairly simple, even simplistic, but captures the main phenomena we are interested in studying. 
We noted a plausible correlation between important events (school shooting, Mueller testimony, elections, etc) and surge in participation (percentage of agents displaying party support) in the data. We then interpreted the current Covid-19 episode, and the forthcoming US election, as similar participation shocks. ","As mentioned above, through the calibration profile algorithm, we identify:
- Values for parameters that are reasonible, i.e. that would in a retro-prediction exercise using the model, consistently yield patterns that are close enough to the data.
- Some parameters seem to have a minimal impact on the model output. In fact, in our 7 parameters, most of the variation appears to concentrate on two only, and on a specific interval. Here, the calibration profile algorithm allows us to focus our attention to ""reasonible"" scenarios, and to make prediction computationally feasible.",7,0,NA,NA
"203","R_2xRiOHuu4tmQ3k1",1,"eafric","MEan","Mean reversion","n/a",NA,0,NA,NA
"204","R_2xRiOHuu4tmQ3k1",2,"eafric","Average over time series","mean reversion","mean reversion",NA,0,NA,NA
"205","R_2xRiOHuu4tmQ3k1",1,"easian","Mean ","Mean reversion","n/a",NA,0,NA,NA
"206","R_2xRiOHuu4tmQ3k1",2,"easian","Average over time series","mean reversion","mean reversion",NA,0,NA,NA
"207","R_2xRiOHuu4tmQ3k1",1,"egend","Mean","Mean reversion","n/a",NA,0,NA,NA
"208","R_2xRiOHuu4tmQ3k1",2,"egend","Average over time series","mean reversion","mean reversion",NA,0,NA,NA
"209","R_2xRiOHuu4tmQ3k1",1,"iafric","Mean","Mean","n/a",NA,0,NA,NA
"210","R_2xRiOHuu4tmQ3k1",2,"iafric","Average over time series","mean reversion","mean reversion",NA,0,NA,NA
"211","R_2xRiOHuu4tmQ3k1",1,"iasian","Mean","Mean reversion","n/a",NA,0,NA,NA
"212","R_2xRiOHuu4tmQ3k1",2,"iasian","Average over time series","mean reversion","mean reversion",NA,0,NA,NA
"213","R_2xRiOHuu4tmQ3k1",1,"ideoldem",NA,"Mean reversion","average of the time series",NA,0,NA,NA
"214","R_2xRiOHuu4tmQ3k1",2,"ideoldem","Average over time series","n/a","n/a",NA,0,NA,NA
"215","R_2xRiOHuu4tmQ3k1",1,"ideolrep",NA,"Mean reversion","average of the time series",NA,0,NA,NA
"216","R_2xRiOHuu4tmQ3k1",2,"ideolrep","Average over time series","n/a","n/a",NA,0,NA,NA
"217","R_2xRiOHuu4tmQ3k1",1,"igend","Mean","Mean reversion","n/a",NA,0,NA,NA
"218","R_2xRiOHuu4tmQ3k1",2,"igend","Average over time series","mean reversion","mean reversion",NA,0,NA,NA
"219","R_2xRiOHuu4tmQ3k1",1,"lifesat","Mean reversion","n/a","n/a",NA,0,NA,NA
"220","R_2xRiOHuu4tmQ3k1",2,"lifesat","Average over time series","Mean reversion","mean reversion",NA,0,NA,NA
"221","R_2xRiOHuu4tmQ3k1",1,"negaffect","We use the mean of the series","Mean reversion","n/a",NA,0,NA,NA
"222","R_2xRiOHuu4tmQ3k1",2,"negaffect","Average over time series","mean reversion","mean reversion",NA,0,NA,NA
"223","R_2xRiOHuu4tmQ3k1",1,"polar","Mean","Mean reversion","n/a",NA,0,NA,NA
"224","R_2xRiOHuu4tmQ3k1",1,"posaffect","We use the mean of the series","Mean reversion","n/a",NA,0,NA,NA
"225","R_2xRiOHuu4tmQ3k1",2,"posaffect","Average over time series","mean reversion","mean reversion",NA,0,NA,NA
"226","R_37QXf00ixlpprj3",1,"eafric",NA,"Because I did not see a strong reason why the current crisis should affect American's explicit attitudes toward African-Americans, I simply continued the line. In my reading of the graph, over the past years explicit attitudes improved toward African-Americans, but I do not anticipate that they improve endlessly.","-",NA,0,NA,NA
"227","R_37QXf00ixlpprj3",2,"eafric","I compared my estimates for the past 6 months with the actual data during that period and updated my estimates. I also used the past data to make the new estimates. ","Following discussions on Twitter, it seems to me that expressing negative attitudes toward african americans is even less socially acceptable than before the death of George Floyd.","-",NA,0,NA,NA
"228","R_37QXf00ixlpprj3",1,"easian",NA,"I estimate that the current administration may continue to blame China for the outbreak of the crisis during the lockdown. Therefore I estimate that explicit bias remains high during the lockdown. Once the crisis levels off, I estimate explicit Asian-American Bias will return to baseline levels.","the estimated trajectory of the crisis on the basis of its trajectory in other countries",1,1,3,"-"
"229","R_37QXf00ixlpprj3",2,"easian","I compared my old estimates to the actual data during the past 6 and updated my estimates on the Basis of that data. I used this approach for every variable.","I have been following the political development in the U.S. and it seems to me that explicitly expressing any biases toward any social group (say other that White men) is not socially acceptable. ","-",NA,0,NA,NA
"230","R_37QXf00ixlpprj3",1,"egend",NA,"unfortunately, I am not sure whether I correctly read the graph. I was not sure which end of the y-Achse meant a stronger association of men with career. Therefore, I simply continued the graph. I would predict however, that explicitly men will become less associated with career and more with family because it is politically fashionable","my predictions are independent of the trajectory of the crisis. I do not think the crisis will have a storng impact. ",NA,0,NA,NA
"231","R_37QXf00ixlpprj3",2,"egend","I compared my estimates for the past 6 months with the actual data during that period and updated my estimates. I also used the past data to make the new estimates. ","Gender roles did change in the past decades and seem continue to change. I therefore predict a slight decrease in explicit gender-Career bias.","-",NA,0,NA,NA
"232","R_37QXf00ixlpprj3",1,"iafric",NA,"I could imagine that because on averabe African-Americans have lower SES than Caucasian-americans, the may suffer somewhat more from the lockdown but I was not convinced that this should strongly impact the implicit African-American Bias.","-",NA,0,NA,NA
"233","R_37QXf00ixlpprj3",2,"iafric","I compared my estimates for the past 6 months with the actual data during that period and updated my estimates. I also used the past data to make the new estimates. ","Research on implicit attitudes suggest that implicit attitudes are difficult to change. I therefore did not expect any huge changes. ","-",NA,0,NA,NA
"234","R_37QXf00ixlpprj3",1,"iasian",NA,"I do not see any strong theoretical reason why the current crisis should impact the implicit Asian-American Bias. Also, as far as I see it political discussions in the U.S. revolve more about the relationship between Afro-Americans and Caucasions, and Asians are not in the focus of attention.","-",NA,0,NA,NA
"235","R_37QXf00ixlpprj3",2,"iasian","Research on implicit attitudes suggests that These attitudes are difficult to change. Therefore, I do not expect any rapid or substantial changens","Research on implicit attitudes suggests that implicit attitudes are difficult to change.","-",NA,0,NA,NA
"236","R_37QXf00ixlpprj3",1,"ideoldem",NA,"Please see my answer to the original part of this survey.","Please see my answer to the original part of this survey.",NA,0,NA,NA
"237","R_37QXf00ixlpprj3",2,"ideoldem","none","In past elections, support for the Winning Party often declined after the election. Presumably because they usually do not manage to hold up to expectations.","none",NA,0,NA,NA
"238","R_37QXf00ixlpprj3",1,"ideolrep",NA,"Please see my answer to the original part of this survey.","Please see my answer to the original part of this survey.",NA,0,NA,NA
"239","R_37QXf00ixlpprj3",2,"ideolrep","none","In past elections, support for the Winning Party often declined after the election. Presumably because they usually do not manage to hold up to expectations.","none",NA,0,NA,NA
"240","R_37QXf00ixlpprj3",1,"igend",NA,"I heard about concerns that the corona crisis will push back women into their traditional roles. Intuitively I simply do not think this will be the case, therefore I simply continued the line without substantial changes.","I do not think the crisis will have any impact on implicit career bias",NA,0,NA,NA
"241","R_37QXf00ixlpprj3",2,"igend","I compared my estimates for the past 6 months with the actual data during that period and updated my estimates. I also used the past data to make the new estimates. ","Research suggests that implicit attitudes are difficult (but not impossible) to change. Because of this and because of more flexible gender roles in Society, I predict a slight decrease in gender-Career bias.","-",NA,0,NA,NA
"242","R_37QXf00ixlpprj3",1,"lifesat",NA,"There is research (by Diener) suggesting that people's life satisfaction is generally relatively high, even in countries with lower quality of life. There is also research (by Janoff-Buhlmann) suggesting that after a negative event (such as the current crisis) people's happiness drops but quickly recovers thereafter.","I just roughly estimated how long the crisis might last on the basis of how long it lasted in some countries (e.g., China, South Korea)",1,1,3,"It will lead to a drop in life satisfaction due to social distancing restrictions, economic burdens, and perhaps the death of a close other person."
"243","R_37QXf00ixlpprj3",2,"lifesat","I updated my previous prediction by comparing them with the actual data during the past 6 months. I estimated predictions for the next 12 months by looking at the actual data during the past 6 months. Because I am trained in psychology, I also estimated that life-satisfaction does not change very quickly. ","Research on life-satisfaction suggests that life-satisfaction remains relatively stable over time.","none",NA,0,NA,NA
"244","R_37QXf00ixlpprj3",1,"negaffect",NA,"Please see my answers to the first survey (not revised)","Please see my answers to the first survey (not revised)",NA,0,NA,NA
"245","R_37QXf00ixlpprj3",2,"negaffect","none","I used the past data on affect on social media. Also I have been following the political discussions online and on Twitter and to me it does not seem that outrage on Twitter and other social media is not on the way to decline. ","none",NA,0,NA,NA
"246","R_37QXf00ixlpprj3",1,"polar",NA,"I estimate that political polarization scores remain high. I estimate that the lifting of the lockdown restriction will be one political issue in the upcoming time but I am not sure whether republican vs. democrat voters are clearly divided on this issue. I think all other topics on which people are divided in the U.S. are still salient, e.g., gender, race, the Trump presidency. Therefore I did not anticipate polarization to go down ","none",NA,0,NA,NA
"247","R_37QXf00ixlpprj3",2,"polar","I compared my old estimates to the actual data during the past 6 and updated my estimates on the Basis of that data. I used this approach for every variable.","None, I just follow the political debates in the U.S. and I currently do not see what the Democrats are doing to unite the Country. I find the rethoric on the radical left still very devisive. ","none",NA,0,NA,NA
"248","R_37QXf00ixlpprj3",1,"posaffect",NA,"Please see my answers to the first survey (not revised)","Please see my answers to the first survey (not revised)",NA,0,NA,NA
"249","R_37QXf00ixlpprj3",2,"posaffect","none","I used the past data on affect on social media. Also I have been following the political discussions online and on Twitter and to me it does not seem that outrage on Twitter and other social media is not on the way to decline. ","none",NA,0,NA,NA
"250","R_3D5hhCqsvLNisbo",1,"ideoldem",NA,NA,NA,NA,NA,NA,NA
"251","R_3D5hhCqsvLNisbo",1,"ideolrep",NA,NA,NA,NA,NA,NA,NA
"252","R_3G7H7ETfkJCYd3T",1,"eafric","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","N/A","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)",NA,0,NA,NA
"253","R_3G7H7ETfkJCYd3T",2,"eafric","A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. ","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ","The existence of COVID19 virus in a given year",1,1,3,"The COVID-19 does not have a direct impact on the overall life satisfaction rate (may be a indirect relationship)"
"254","R_3G7H7ETfkJCYd3T",1,"easian","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)","The emergence of COVID19 pandemic has shattered the whole complexion of the world, over the past few months. This was something that the world hasn’t seen before.  The time series forecasting models used in work takes past observations and extrapolate the patterns into the future. These models are suitable when the data are accurate, and the future is similar to the past. However, since the observations during the COVID19 pandemic have not been seen by the models before, the models may not achieve their full potential in accuracy.  Whereas, if the COVID19 would have been already encountered before (between 2017 and 2019), then the forecasts models could have incorporated this, when generating the forecasts. Therefore, the counterfactual of the presence of ""COVID19 Pandemic"" is an essential event to be accounted, when generating the forecasts.",NA,0,NA,NA
"255","R_3G7H7ETfkJCYd3T",2,"easian","A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ","The existence of COVID19 virus in a given year",1,1,3,"The COVID-19 does not have a direct impact on the explict Asian-American Bias "
"256","R_3G7H7ETfkJCYd3T",1,"egend","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","N/A","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)",NA,0,NA,NA
"257","R_3G7H7ETfkJCYd3T",2,"egend","A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.","None","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1.  ",1,1,3,"The COVID-19 does not have a direct impact on the Explicit Gender-Career Bias  "
"258","R_3G7H7ETfkJCYd3T",1,"iafric","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","N/A","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)
",NA,0,NA,NA
"259","R_3G7H7ETfkJCYd3T",2,"iafric","A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year.","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1.  ","The existence of COVID19 virus in a given year ",1,1,3,"The COVID-19 does not have a direct impact on the African-American Bias (may be there exist a indirect relationship) "
"260","R_3G7H7ETfkJCYd3T",1,"iasian","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","N/A","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)",NA,0,NA,NA
"261","R_3G7H7ETfkJCYd3T",2,"iasian","A combination of autoregressive moving-average model (ARIMA),  exponential smoothing model (ETS), and  Theta model. To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use COVID19 as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. ","None","To compute the final forecasts, we calculate the simple average of forecasts across these three models. Also in the ARIMA model, we use the COVID19 factor as an indicator variable (dummy variable with the values of 0 and 1) to indicate the existence of COVID19 virus in a given year. For example,  in years 2020 and 2021, this indicator variable is set to 1. ",1,1,3,"The COVID-19 does not have a direct impact on the implicit Asian-American bias "
"262","R_3G7H7ETfkJCYd3T",1,"ideoldem","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","N/A","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)",NA,0,NA,NA
"263","R_3G7H7ETfkJCYd3T",1,"ideolrep","We used a set of state-of-the-art time series forecasting models, namely; exponential smoothing model (ETS), Autoregressive Integrated Moving Average (ARIMA), and Theta model to forecast the future observations and we finally ensembled their forecasts together. These models are widely used by the practitioners forecasting practitioners. All these models are data-driven models, meaning the forecasts are generated based on the past observations of the time series.","N/A","No additional variables were used. A combination of forecasts is computed, giving equal weights to each forecasting method (ETS, ARIMA, and Theta)",NA,0,NA,NA
