,X,ResponseId,team_name,phase,domain,DataOnly,parameters,numpred,covidcondyn,covidmeas,covidmeas_6_TEXT,MA_UniqueParam,OT_UniqueParam,MA_Comments,OT_Comments,Agreement,parameters_coded,MA_Flag,OT_Flag
1185,1185,R_3LjqPHEeGx8cHVo,NA,1,ideolrep,NA,I looked at past data on the sheet. It seems to go up and then back down and especially around election time there is a spike. But I feel that Democratic support will remain higher regardless.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1186,1186,R_ukA3PFKhEIkDM2J,NA,1,ideolrep,NA,"i thought about this being an election year, COVID-19, high unemployment right, current racial tensions. ",1,1,2,NA,4,4,,,1,4,NA,NA
1187,1187,R_1Cqfru8pm4K0VW4,NA,1,ideolrep,NA,"The primary variable I considered is the change in political leadership. I believe people would want a different president in charge, most likely from the opposite side, due to the generally poor reception given to the current president.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1188,1188,R_2TLa9nlntWAxY72,NA,1,ideolrep,NA,"I thought about the current political climate due to coronavirus, global protests, and the upcoming election.  ",1,1,2,NA,3,3,,,1,3,NA,NA
1189,1189,R_2EpdVRtWggklT15,NA,1,ideolrep,NA,"Yes, I analyzed different variables such as the Black Lives Matter Movement that is currently happening throughout the entire world, the drawback of that movement, and the upcoming presidential election.",NA,NA,NA,NA,2,3,,,0,2,NA,NA
1190,1190,R_3HjXBHuoalS2Ioo,NA,1,ideolrep,NA,"I considered the continuing COVID-19 pandemic, racial injustice protests, and general election results and leadership change",1,1,2,NA,3,3,,,1,3,NA,NA
1191,1191,R_1kTdBit1JXDgKFI,NA,1,ideolrep,NA,"I considered the pandemic and the current riots, both of which benefit the Democrats.",1,1,2,NA,2,2,,,1,2,NA,NA
1192,1192,R_25bZ6e3gTpV5KvL,NA,1,ideolrep,NA,"I considered the COVID-19 variables, the unemployment rates, and the current racial protests within the country now.",NA,NA,NA,NA,3,3,,,1,3,NA,NA
1193,1193,R_2S1APYNZYLYRr5a,NA,1,ideolrep,NA,I did not take into consideration some other variables but it would have been ideal to take into account the General Election taking place in November 2019 and it seems the COVID situation has caused some political ideology disparity as well.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1194,1194,R_2XomkzW0FRWoIru,NA,1,ideolrep,NA,I think the upcoming elections will give the republicans a little boost but overall support will go down if we get a second wave of covid-19,1,1,2,NA,2,2,,,1,2,NA,NA
1195,1195,R_1eUKNWfie6FHy8S,NA,1,ideolrep,NA,I have just seen how the United States has been unfolding in the past couple months and Trump is giving republicans a bad look by the way he is handling corona and the black live matter movement ,1,1,2,NA,2,3,,,0,2,NA,NA
1196,1196,R_29sitC88UNGoDmw,NA,1,ideolrep,NA,"Yes absolutely! I thought of Trumps handling of the coronavirus crisis, as well as the accompanying economic crisis as well as the recent protests and riots across the country. I think that both of these will give democrats a temporary boost in popularity where they will go a little higher than before but then return to normal.",1,1,2,NA,3,3,,,1,3,NA,NA
1197,1197,R_2zo5jlcE7CxGoiy,NA,1,ideolrep,NA,I'm considering the timing of the election and how polarized it will make people feel.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1198,1198,R_da26Bw6geFD8T8l,NA,1,ideolrep,NA,I considered the race tensions currently going on and how our current president is handling it along with how states are handling COVID.,NA,NA,NA,NA,2,2,,,1,2,NA,NA
1199,1199,R_27saEWJWwzxHCoV,NA,1,ideolrep,NA,I considered a political leadership change and the effect of the President's actions towards current events on the political party support rates for both parties.,NA,NA,NA,NA,2,2,,,1,2,NA,NA
1200,1200,R_3qJ9TRhkQQLpGRC,NA,1,ideolrep,NA,COVID-19 deaths; Protest,1,1,2,NA,3,2,,,0,3,NA,NA
1201,1201,R_2sT1a91yUzYkMZm,NA,1,ideolrep,NA,"In October 2020, maybe the government will start passing regulations regarding equality for blacks so the support will begin to increase. In addition, there is some chance the pandemic will be almost over and people are more positive in that situation. Lastly, elections will be happening and people will vote for a better president.",1,1,2,NA,3,3,,,1,3,NA,NA
1202,1202,R_2ts6pY22Bzr56v8,NA,1,ideolrep,NA,There were no variables additionally used ,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1203,1203,R_3JCNvKRwIgmQ4j7,NA,1,ideolrep,NA,"I considered the election, who I thought would be elected (Biden) and how that would affect support for each party. I also considered the COVID-19 pandemic, police brutality, and unemployment. I considered whether I thought each party would support their party's leaders views and actions on these issues. ",1,1,2,NA,4,5,,,0,5,NA,NA
1204,1204,R_qDT6ms07lRtnxnz,NA,1,ideolrep,NA,I generally stuck to the numbers that had been seen in the past. I think as November approached people will be more aware of the other side and want to support the side they identify with more. This will happen for both parties. I feel that there won't be any major events that will change these numbers dramatically.,1,1,2,NA,2,2,,,1,2,NA,NA
1205,1205,R_1n0Lxu4SwHdLAcS,NA,1,ideolrep,NA,"All based on Trump vs Biden and with Biden winning the election in 11/20.   Fatigue will set in for the summer and early fall.  Maybe a shifting of reality and political opinions.  Closer to election will be a rise in favor of Democrats which will stay stable until actual inauguration in January.  Another increase for Democrats and decrease for Republicans due to the actual change of presidents.  But since Biden can misspeak fairly regularly, I'm not sure Democrat will continue to increase or not",1,1,2,NA,2,2,,,1,2,NA,NA
1206,1206,R_2RU3Vxgvt8by8Ck,NA,1,ideolrep,NA,"I believe approval ratings will increase up until the election, at which point they will stablize again overwards.",1,1,2,NA,2,2,,,1,2,NA,NA
1207,1207,R_1KoOGM9h2ShcexK,NA,1,ideolrep,NA,"The George Floyd protests have been on my mind particularly, so I definitely took them into account. I think I could have put the republican party even lower if I was thinking about COVID.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1208,1208,R_3GplQP0hTga3kAp,NA,1,ideolrep,NA,November elections were big. Some people identify with a party for the elections only. I didn't try to speculate about anything else.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1209,1209,R_1OrAzgTRYrihp8D,NA,1,ideolrep,NA,"Some factors that I considered
- Current political situation with American lives getting hurt in the protest. The narrative is that the Republican party is in the wrong here

- Elections are coming. ",1,1,2,NA,2,3,,,0,3,NA,NA
1210,1210,R_3fdg6GSzRvNssil,NA,1,ideolrep,NA,Most of my predictions were based on how each party is tackling the COVID-19 pandemic.  I see a lot of favor going towards the Democratic party because they want to inject the population with money to kick start the economy.,1,1,2,NA,1,2,,,0,2,NA,NA
1211,1211,R_01bFkQl6I0f6NJ7,NA,1,ideolrep,NA,I did consider the fact that this is a presidential election year as well as current crisis conditions,1,1,2,NA,2,2,,,1,2,NA,NA
1212,1212,R_1rrD2MsH97nmaF9,NA,1,ideolrep,NA,I did consider how more people would be invested in politics during these times; eager to vote and affect the economy in the way they believe is best for the country in light of the COVID-19 pandemic and unemployment.,1,1,2,NA,3,3,,,1,3,NA,NA
1213,1213,R_1dF9FK8NlhfSChF,NA,1,ideolrep,NA,With hopes of a vaccine for the COVID-19 and the economy getting better by November. ,1,1,2,NA,2,3,,,0,3,NA,NA
1214,1214,R_3khqgLMYeQRJwng,NA,1,ideolrep,NA,"I factored in the continual polarization of COVID-19 and the response to it, as well as the current protests.",1,1,2,NA,2,3,,,0,3,NA,NA
1215,1215,R_1IsjL58swnV7s7c,NA,1,ideolrep,NA,"I also assumed that both parties will see an increase as the election nears, seeing a peak around November. I assumed that a Democrat would win the presidential seat, leading to a decrease for Republicans. But a few months later, I also think that Democrats might be dissatisfied by the lack of change, so there will be a decrease in numbers.",NA,NA,NA,NA,1,3,,,0,3,NA,NA
1216,1216,R_2ExX4zzdPenESF7,NA,1,ideolrep,NA,I think the current protests regarding George Floyd will turn additional Americans away from Trump. He is doing nothing but throwing gasoline on an already burning fire. ,1,1,2,NA,1,2,,,0,2,NA,NA
1217,1217,R_3MiAYgaCJhRhND4,NA,1,ideolrep,NA,Yes - public benefits changes and an election mostly. I didn't factor in much for Covid since it's too unpredictable right now. ,NA,NA,NA,NA,2,2,,,1,2,NA,NA
1218,1218,R_3hime7ZIb3OuiUt,NA,1,ideolrep,NA,"COVID-19 response, President's connection to Jeffery Epstein, his racist and inflammtory remarks, his handling of the protests and him disappearing when the country needed him the most. ",1,1,2,NA,5,4,,,0,5,NA,NA
1219,1219,R_aXGFgTYUvJqNsIx,NA,1,ideolrep,NA,"Pandemic, highest unemployment since the Great Depression, police killing citizens in the streeets",1,1,2,NA,3,3,,,1,3,NA,NA
1220,1220,R_1K6JAI7IMRiudBm,NA,1,ideolrep,NA,"As I partly mentioned above China is making some pretty big moves as trade is concerned and a lot of countries are not very happy with the US (getting out of the WHO, support for other leaders) so I think these could have a big impact on peoples political perspective.",1,1,2,NA,2,1,,,0,3,NA,NA
1221,1221,R_10uRy4KzAK8IciW,NA,1,ideolrep,NA,Current events and elections in November.,NA,NA,NA,NA,2,2,,,1,2,NA,NA
1222,1222,R_1LIJMbk92vyDwg5,NA,1,ideolrep,NA,"I took into account mostly how the current protests may affect things, but other issues like how polarized views on Covid and social programs were also I considered. ",1,1,2,NA,3,3,,,1,3,NA,NA
1223,1223,R_2fkccsX56mwkjro,NA,1,ideolrep,NA,"Yes, ideas about what effect the election might have (regardless of outcome). I think that leading up to an election, people will generally be more engaged and both numbers might rise. Afterwards, there will probably be some disappointment and lack of interest that will make the numbers drop again.",1,1,2,NA,1,2,,,0,2,NA,NA
1224,1224,R_12RSl1ekF58eQsc,NA,1,ideolrep,NA,"I think the economy, unemployment, COVID, and rioting/protests will all have a big impact on political ideology. I am not looking forward to the political ads and finger pointing!",1,1,2,NA,4,4,,,1,4,NA,NA
1225,1225,R_3ncO5ddFj2xlaHg,NA,1,ideolrep,NA,"Yes.  Because this is an election year, Trump's voice will be heard during all upcoming events.  He's largely silenced by the liberal news stations.  I believe there are many, many democrats who only listen to the news and don't do their research to make an unbiased opinion.  Trump was dealt horrific situations that no modern day president has had to deal with, and the democrats have only fueled the situation with their unscrupulous acts because they want to see him taken out.  I hope more of the truth is exposed.",1,1,2,NA,1,2,,,0,2,NA,NA
1226,1226,R_2PdLTYiBIpIIBHy,NA,1,ideolrep,NA,"Depending on who's in power..who's popular on social media..and what unpredictable events occur...""unpredictable""...it changes some people's beliefs. ",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1227,1227,R_3fTeJdUBN9khFnW,NA,1,ideolrep,NA,No,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1228,1228,R_bCwYGKUCG6tRLs5,NA,1,ideolrep,NA,"I included the George Floyd protests, COVID-19 reopening, and 2020 election season in my decision process",1,1,2,NA,4,4,,,1,4,NA,NA
1229,1229,R_reR6Xt0whzD8GMp,NA,1,ideolrep,NA,"I believe that police brutality, protests, and the election year will have an effect as well. When making my predictions I looked at the past data but also thought about how I as a voter and fan of politics might be thinking. I also took into consideration significant things that will be going on in the world during these months.",1,1,2,NA,4,3,,,0,4,NA,NA
1230,1230,R_1JIvYdHFVPXIEnf,NA,1,ideolrep,NA,"How COVID-19 and the riots have affected support for Trump, plus the upcoming election.",1,1,2,NA,3,3,,,1,3,NA,NA
1231,1231,R_2CBzl0Bgct6h2Xs,NA,1,ideolrep,NA,I considered the current eco system and look at past history to make my predictions. ,1,1,2,NA,2,1,,,0,2,NA,NA
1232,1232,R_2ttUKYQXuOVsJhX,NA,1,ideolrep,NA,"yes, I consider the current situation about racism",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1233,1233,R_TnOiiOEfmBjVxtv,NA,1,ideolrep,NA,Yes political election in Nov. I did not consider other variables as we do not have those variables plus the country is fairly divided by now and those variables are not going to change much.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1234,1234,R_1Nmg3wuJ5RAUUZm,NA,1,ideolrep,NA,It was taken from the estimate,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1235,1235,R_2ErSRM9tUtA1VYa,NA,1,ideolrep,NA,I took into consideration that around the time people are getting ready to vote in major elections that's when they will show the strongest support for their political party and will voice their views on a lot of online social platforms. This will also be around the time when politicians will really push for their supports to go out and vote and support the causes they want to pass.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1236,1236,R_1JOsQ3O4uwDtqno,NA,1,ideolrep,NA,"Current events, the probability of a second wave of the virus in the fall",1,1,2,NA,2,2,,,1,2,NA,NA
1237,1237,R_24NPdkgIU2zEkBA,NA,1,ideolrep,1,"I did not take this into consideration. I think that there is a considerable about of variables that will come into the reality of political ideologies. However, for the sake of remaining on trend, I predicted data based solely off of what was given to me. ",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1238,1238,R_3QY1lwmNwsYNKVH,NA,1,ideolrep,NA,I thought about the U.S. Presidential election,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1239,1239,R_1IsJWkco9OgMsxs,NA,1,ideolrep,NA,"The only things in that category I thought about were political change (when Trump loses) and the strong possibility that taxes will rise and people will be ticked off in March.  I thought obout Covid and think cases may start rising again, which accounted for my suggested Democratic uptick in October",1,1,2,NA,3,3,,,1,3,NA,NA
1240,1240,R_1fkFSJVISOZo1Dz,NA,1,ideolrep,NA,"I think that Democratic support will rise because of how the COVID and protesting situations have been handled. And on the other hand, Republican support will sink.",1,1,2,NA,2,2,,,1,2,NA,NA
1241,1241,R_3nPI1GDEvfaYoJY,NA,1,ideolrep,NA,"I took into account the current situation with COVID and BLM and figure that will cause a stir then the election season will go into high gear and it will be people choosing sides. Then after the election, people will go back to normal. Then the inauguration might cause the curve to hold up before going back. Now if there's another spike in COVID, I think that could change everything. We have a few unprecedented events happening now that could alter the course of both parties. I think they will each have to adjust before they are run out by the court of public opinion.",1,1,2,NA,4,4,,,1,4,NA,NA
1242,1242,R_1fiIleiwL6Clpr0,NA,1,ideolrep,NA,"I think support for the Democrats will rise and Republicans will fall as Trump continues to stumble in his response to these crises. After the election, which I expect the Democrats to win, I'd expect to see Republicans continue to struggle as things start to come out about the Trump administration.",1,1,2,NA,2,3,,,0,3,NA,NA
1243,1243,R_2zoTgv0kL6wa4Rg,NA,1,ideolrep,NA,"Yes. The decision of President Trump to mobilize the national guard to control peaceful protests, economic shutdown, etc",1,1,2,NA,1,2,,,0,2,NA,NA
1244,1244,R_cAeQTsgsECAXeLL,NA,1,ideolrep,NA,"The decisions trump took recently  about the riots and protests will have a negative effect on republicans, which is on what i based my predictions. ",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1245,1245,R_2PhQFXmBVNEEKrG,NA,1,ideolrep,NA,"'- The handling of COVID-19 making people upset enough that they'd bother to identify with a party
- The recent protests might drive up democrats?
- Right before the election, both political ideologies tended to increase",1,1,2,NA,3,3,,,1,3,NA,NA
1246,1246,R_21G4I6ewgPUffHT,NA,1,ideolrep,1,I did not consider additional variables. I solely used the forecasting tool in excel.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1247,1247,R_1duiexS6gNEkf4K,NA,1,ideolrep,NA,"yes personal interest
my decision was base on my interest and feeling to each poitical party.",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1248,1248,R_3gTyRXB8KEFiDo5,NA,1,ideolrep,NA,I used the November 2020 presidential election as a major consideration. I think this will be the biggest shaper of political ideology trends.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1249,1249,R_3q9AcqVYwpi7GqA,NA,1,ideolrep,NA,Yes. I definitely considered the impact of the results from the upcoming elections.,1,1,2,NA,1,2,,,0,2,NA,NA
1250,1250,R_2bIxDqjhhU0HXa8,NA,1,ideolrep,NA,Change of political leadership and deaths from the covid-19,1,1,2,NA,3,2,,,0,3,NA,NA
1251,1251,R_10JE1VdP84aIROI,NA,1,ideolrep,NA,my decision process is strictly based on personal feelings. ,1,1,2,NA,1,1,,,1,1,NA,NA
1252,1252,R_1dnW12NXxcdhBB8,NA,1,ideolrep,NA,i applied additional variable base on death rate with this covid-19 pandemic,1,1,2,NA,2,2,,,1,2,NA,NA
1253,1253,R_2rHMKPHOsI9LY31,NA,1,ideolrep,NA,I'd say that I considered what my age group would typically decide and that's' against the current president.,1,1,2,NA,1,1,,,1,1,NA,NA
1254,1254,R_D1QyD2j7XqsAVc5,NA,1,ideolrep,NA,no additonal varibles,1,1,2,NA,1,1,,,1,1,NA,NA
1255,1255,R_eXN7SxNnHfo1nOx,NA,1,ideolrep,NA,"I think I did include variables, including the protests that are happening now, and the general GOP response to them.  I know the numbers of support are falling every day with how they are reacting, and it seems Dems are gaining support with every day that passes.  I realize it's probably biased, but it just seems that every single time I read any news, the Dems are doing something in keeping with sanity, decency, and kindness, while the GOP feels satisfied to do the opposite.",1,1,2,NA,2,3,,,0,2,NA,NA
1256,1256,R_1LAnLcrkXK7owrT,NA,1,ideolrep,NA,"I was thinking of the election, potential policy changes, those policy changes not actually happening, whatever the next insane thing that happens this year will be.",1,1,2,NA,3,4,,,0,4,NA,NA
1257,1257,R_3nVJDYQZNGKScfA,NA,1,ideoldem,NA,COVID-19 ,1,1,2,NA,1,1,,,1,1,NA,NA
1258,1258,R_2D0L6sMN10tEZWc,NA,1,ideoldem,NA,No other variables,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1259,1259,R_bd6sdLi2j69e45b,NA,1,ideoldem,NA,"Yes, I considered the COVID-19 response by the Trump administration and by other democratic leaders as well as the current protests and the responses I see daily online and in person.",1,1,2,NA,3,3,,,1,3,NA,NA
1260,1260,R_1MQxXq71pAO5CYc,NA,1,ideoldem,NA,"Trump's militaristic response to the newfound riots will likely hurt the Republicans for at least a few months, but could potentially linger longer.  I believe that Sanders losing out on the Democratic nomination will ultimately hurt the Democrats popularity in the long run, all while still barely edging out Republicans.",NA,NA,NA,NA,2,2,,,1,2,NA,NA
1261,1261,R_3JlRJeYXQUKTEnU,NA,1,ideoldem,NA,The election will increase demonstrated support for both parties.,1,1,2,NA,1,2,,,0,2,NA,NA
1262,1262,R_10VJHScYH34AADR,NA,1,ideoldem,NA,Assume unrest is going to make white folks vote red.,1,1,2,NA,2,2,,,1,2,NA,NA
1263,1263,R_AnEulPeuhMCB0sN,NA,1,ideoldem,NA,I considered the current political leaderships handling of current affairs.,1,1,2,NA,2,2,,,1,2,NA,NA
1264,1264,R_2OTh3WSzeZGuUhB,NA,1,ideoldem,NA,"I thought about the plays and counterplays that will happen between both parties in the coming months but, due to unprecedented circumstances, margin of error will be high.",1,1,2,NA,1,2,,,0,2,NA,NA
1265,1265,R_p0onr0sCTHJKeLn,NA,1,ideoldem,NA,I think the nation will be more divided due to the pandemic.,1,1,2,NA,1,1,,,1,1,NA,NA
1266,1266,R_1dcVWy1tuhdjYYv,NA,1,ideoldem,NA,The amount of unemployment from CV-19 and the unrest due to the death of george floyd will increase polarization.,1,1,2,NA,2,3,,,0,3,NA,NA
1267,1267,R_29umrGLYl8CpsOW,NA,1,ideoldem,NA,I already wrote about the protests and COVID.,1,1,2,NA,2,3,,"From previous field: I think the BLM protests and COVID will hurt trump, which will hurt republicans. I think Biden will be elected, which will help democrats. People will stop supporting trump and republicans once he loses.",0,3,NA,NA
1268,1268,R_3MxkSsHH5ugk2Pm,NA,1,ideoldem,NA,NA,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1269,1269,R_vBofPq7LEMcrICB,NA,1,ideoldem,NA,"Yes, the presidential election was a determining factor in improving political ideology support.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1270,1270,R_11gCyVMboSSHIzo,NA,1,ideoldem,NA,"Then, I thought about the current riots and the idea that the next year should have an election and there's likely going to be large political events leading up to it.",NA,NA,NA,NA,2,1,,,0,2,NA,NA
1271,1271,R_1gjvyW4tm04lGOO,NA,1,ideoldem,NA,Only long term trends.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1272,1272,R_cAwoRJOb0Xy0FTX,NA,1,ideoldem,NA,"I considered the COVID-19 response, the response to the protests and riots, response to the economy, and then the presidential election.",1,1,2,NA,4,4,,,1,4,NA,NA
1273,1273,R_plv9PdFT68Rqknf,NA,1,ideoldem,NA,"Yes, but there are so many variables it was hard to figure out how they factored. in. ",1,1,2,NA,1,1,,,1,1,NA,NA
1274,1274,R_PSZLzGQ9TmxF40p,NA,1,ideoldem,NA,"Yes, I tried to factor in the ongoing race relations in the country, the reopening of the country in terms of COVID-19 closures, and the party identification levels that accompany the upcoming presidential election in November.",1,1,2,NA,3,3,,,1,3,NA,NA
1275,1275,R_cuT75f86epCT7ON,NA,1,ideoldem,NA,It will remain fairly level,1,1,2,NA,1,1,,,1,1,NA,NA
1276,1276,R_s71m0AM1Hg1KrO9,NA,1,ideoldem,NA,"Yes, I considered the COVID-19 crisis as well as the protests for the downward trends. I had the Republicans going down faster because of the way Trump has been handling the protests. Around election (November) I had both parties go down because I thought that was a realistic trend. Past election, it was harder to predict what would happen, so I thought it would be natural for the support to start going up again. ",1,1,2,NA,3,3,,,1,3,NA,NA
1277,1277,R_3nq2WEn9mmyOpFh,NA,1,ideoldem,NA,I also considered the presidential elections going on in November mostly.,1,1,2,NA,2,2,,,1,2,NA,NA
1278,1278,R_3HZHEUJtSnPuzOq,NA,1,ideoldem,NA,"I considered the recent events related to the pandemic, election and protests in US to make my predictions.",1,1,2,NA,3,3,,,1,3,NA,NA
1279,1279,R_3oTqJAT6b637JvK,NA,1,ideoldem,NA,Protest and pandemic,1,1,2,NA,2,2,,,1,2,NA,NA
1280,1280,R_3CNGCbCmLEjOZfs,NA,1,ideoldem,NA,I looked at past data.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1281,1281,R_2s1L8yvGN2fgSsr,NA,1,ideoldem,NA,"Protests, election",NA,NA,NA,NA,2,2,,,1,2,NA,NA
1282,1282,R_1la5MaZ620iOoSi,NA,1,ideoldem,NA,The Presidential election would bring people home to a major party instead of the third parties they had been flirting with.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1283,1283,R_R3RyC07aWXtrdxD,NA,1,ideoldem,NA,My decision process hinged on the same factors as before. ,1,1,2,NA,1,4,,"From previous domain: Yes I considered additiol variables as that is how people perceive the president. My factors, as stated above, were the corovirus and response to riots. Also, the election season.",0,4,NA,NA
1284,1284,R_2tmJR3X9hqN7c2m,NA,1,ideoldem,NA,"Yes, such as Covid deaths.",1,1,2,NA,1,1,,,1,1,NA,NA
1285,1285,R_3F4BqVFqAnFp8nB,NA,1,ideoldem,NA,"Yes, real life events happening right now influenced my predictions",1,1,2,NA,1,1,,,1,1,NA,NA
1286,1286,R_1Q6KAwAln3UgbmK,NA,1,ideoldem,NA,The variables I took into consideration were that off major social events that have happened in the last few months.,1,1,2,NA,1,2,,,0,2,NA,NA
1287,1287,R_1QuZDB4ObDKUc6j,NA,1,ideoldem,NA,I did not consider additional variables.,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1288,1288,R_0pMvyAciZmzam2Z,NA,1,ideoldem,NA,"Just like before, I considered the effect of COVID-19, the protests, and the election in November on how people's viewpoints and opinions may change regarding the political parties. Republicans have not been handling covid or the protests well and have not had very helpful responses. However, people may forgive those actions in November just to vote a Republican into office.",1,1,2,NA,3,3,,,1,3,NA,NA
1289,1289,R_1ilgDDSAAwNvfvH,NA,1,ideoldem,NA,"I think covid, unemployment, protests etc... will affect it",1,1,2,NA,3,2,,,0,3,NA,NA
1290,1290,R_2aesESBe0gsi1zh,NA,1,ideoldem,NA,"I considered largely the variables that change over time. The inability to handle the COVID crisis, destruction of the economy, unemployment, un-kept election promises.  I did also consider single shot events, but not too much as they have little chance of coming about. For example if the Democrats actually gained a leader who was a Normal regular person then the democrat lead over the republicans would be even far greater.",1,1,2,NA,5,5,,,1,5,NA,NA
1291,1291,R_3fdxq8hQVeOpFSD,NA,1,ideoldem,NA,"Similar to the aforementioned prediction based upon the fall election, variables such as the current pandemic and the associated response will likely harm Republican support over the coming months. Otherwise, the most commonly debated topics are unlikely to change, but the responses will be under more fire from pundits, the media, and the public as a result of increased information exposure from the pandemic.",1,1,2,NA,2,3,,,0,2,NA,NA
1292,1292,R_cZmHyWN4p9KSYpz,NA,1,ideoldem,NA,"Yea, made some estimates around general elections",1,1,2,NA,1,2,,,0,2,NA,NA
1293,1293,R_5bVLEeDA8BK9Off,NA,1,ideoldem,NA,2020 election was the only relevant criteria for the most part - Trump's performance may have a moderate depressing effect on Republicans but Republican support for him has proven to be significantly more resilient than previous models would ever have thought.,NA,NA,NA,NA,2,1,,,0,1,NA,NA
1294,1294,R_27QECZX1u664Kia,NA,1,ideoldem,NA,"I only considered, pragmatically, the data that I've seen in public opinion polls on current events; consistently, there's been a near 50/50 division among the ideologies and the ideologists(!). ",1,1,2,NA,2,2,,,1,2,NA,NA
1295,1295,R_2ZE6zEYBAEMXNLP,NA,1,ideoldem,NA,"I consider thee aforementioned additional variables in a similar way I considered them in the Political Polarization Forecast. However, I will make an additional comment; the way the Republicans have been ""running"" things in the government had been, in my opinion, very poor; therefore, I predicted that, in addition to the additional variables, more people will lean towards the Democratic Political Ideology in search of a new, better way and results.",1,1,2,NA,3,2,,"From previous question: Political Ideology should be stable. However, it has been shown that the people, on both sides, have been increasingly going to the extremes of both ends; a growing number of people are either all left, or all right. By imagining a bell curve, we could observe that indeed, the majority still stands somewhat in the middle of the curve, but the growing extremes on both ends cannot and should not be ignored. In my prediction, I predict that the number of people with Democratic Political Ideology will increase given the poor response and results that the current Republican government had shown to the people.",0,2,NA,NA
1296,1296,R_NUOM1mQrN3MqzXb,NA,1,ideoldem,NA,"I considered variables such as Covid-19, unemployment, recent protests, and the upcoming elections. Based on each party's reaction to these variables and people's general view of each party's actions towards those variables, I was able to make these predictions.",1,1,2,NA,4,4,,,1,4,NA,NA
1297,1297,R_2CNS2geFCKkrE5g,NA,1,ideoldem,NA,"I think that democrats will be on top because they were always on top, so I'm cofident about my predictions.",NA,NA,NA,NA,0,0,,,1,0,NA,NA
1298,1298,R_2pJHn8Qg0ShLra7,NA,1,ideoldem,NA,No,1,1,2,NA,1,1,,,1,1,NA,NA
1299,1299,R_41QCJA3MIxo9MeR,NA,1,ideoldem,NA,I attempted to consider the rise in COVID-19 deaths as a result of putting businesses higher in importance compared to human life in regards to legislation passed. I also attempted to consider the Black Lives Matter Riots and general civil unrest as a result of systematic oppression and racism perpetrated predominantly by the Republican party.,1,1,2,NA,5,2,,,0,3,NA,NA
1300,1300,R_ZF8xqrIJuswuWRz,NA,1,ideoldem,NA,"I did consider COVID-19 and the current protests, however I do not believe that it will make much of a difference to the data because I don't believe most of the people that the data is coming from will change drastically enough.",1,1,2,NA,2,2,,,1,2,NA,NA
1301,1301,R_33lRmqnLMmVDd48,NA,1,ideoldem,NA,"Yes, see above. The variable of an election will have a change.",NA,NA,NA,NA,1,1,,,1,1,NA,NA
1302,1302,R_XRKt1wGUw3Fj7A5,NA,1,ideoldem,NA,"YEs, I took into account the November elections combined with horrific approach that Republicans have had towards COVID.",1,1,2,NA,2,2,,,1,2,NA,NA
1303,1303,R_3kaZN9Yl5mRstVC,NA,1,ideoldem,NA,Only the election.,NA,NA,NA,NA,1,1,,,1,1,NA,NA
1304,1304,R_6mnHKHosY3Sin6N,NA,1,ideoldem,NA,"Yes, this was my main consideration. I think Republicans will view Trump's ""law and order"" and reopening the economy too soon during the pandemic as a positive and support their economy. I think those who understand data and understand the threat of the coronavirus will support the Democrats.",1,1,2,NA,1,2,,,0,2,NA,NA
1305,1305,R_2Vl8qcnlCcmqU7l,NA,1,ideoldem,NA,i assumed that the democratic party would remain more popular based on the data and my general assumptions on society,NA,NA,NA,NA,0,0,,,1,0,NA,NA
1306,1306,R_6SFTHRWrP5CPBqF,NA,1,ideoldem,NA,Yea used a bunch see above,1,1,2,NA,1,3,,"Response from previous question: Just using the data from 2017 which was the year after an election and then based on Covid, Riots, and it being an election year that was my thoughts on it.",0,3,NA,NA
1307,1307,R_1gpcA1sr5XM0Qqi,NA,1,ideoldem,NA,"I considered the current situation with COVID-19, the BLM protests, and the fact that this year is a presidential election year",1,1,2,NA,3,3,,,1,3,NA,NA
