"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","t.consent_First.Click","t.consent_Last.Click","t.consent_Page.Submit","t.consent_Click.Count","covidest_1","covidest_2","covidest_3","covidest_4","covidest_5","covidest_6","covidest_7","covidest_8","covidest_9","covidest_10","covidest_11","covidest_12","t.covid_First.Click","t.covid_Last.Click","t.covid_Page.Submit","t.covid_Click.Count","Age","t.demo_First.Click","t.demo_Last.Click","t.demo_Page.Submit","t.demo_Click.Count","Sex","Genderident","Genderident_5_TEXT","Education","Occupation","Ethnicity","Religion","Religion_Other","Politics_1","Country.of.Residence","Residential.Area","Income","Comments","PID","STUDY_ID","SESSION_ID","complete","Issue","Useless","Month.1","Month.2","Month.3","Month.4","Month.5","Month.6","Month.7","Month.8","Month.9","Month.10","Month.11","Month.12","predNumber","First.Click","Last.Click","Page.Submit","Click.Count","details","upload_Id","upload_Name","upload_Size","upload_Type","up_First.Click","up_Last.Click","up_Page.Submit","up_Click.Count","any_First.Click","any_Last.Click","any_Page.Submit","any_Click.Count","confidence","basis","basis_text","theory","parameters","covidcondyn","coviddesc","Intuition","Theory","Simulation","DataDriven","Other","Method","Error","OM.Flag","HK.Flag","Agreement","OM.Comment","HK.Comment","Final.Code","Final.OT","Disagreement","OT.Flag","OT.Comment"
"1944",1944,"6/3/2020 16:23","6/3/2020 16:57",0,"108.217.20.154",100,2050,1,"6/3/2020 16:57","R_2Vyga0EYCcUIPik",NA,NA,NA,NA,42.01069641,-87.66570282,"anonymous","EN",0,0,20.926,0,630000,650000,670000,690000,710000,720000,730000,740000,750000,755000,758000,760000,25.542,321.003,329.885,25,48,4.709,8.993,11.846,4,2,1,NA,5,"Designer",4,10,NA,1,"USA",1,4,"When I first tried to complete the study, I chose ""NO"" for the Covid-19 influence on estimating the bias about African American people. Then the study window went back tot he beginning. So I did it again and selected ""YES"" for the Covid-19 question. This was actually the correct choice for me so I was glad that I had the opportunity to redo that question.","5ea74bccac99141164dfceeb","5ed7c6806cb9612735cc3980","5ed8069a6d679d3019c77a75",1,"eafric","pred",0.32,0.32,0.31,0.31,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.28,11397,49.331,49.331,50.247,1,3,"F_2rvTYDaKsDbT6W7","african_implicit_bias_updated.xlsx",39744,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",20.606,55.053,78.324,3,4.781,311.728,334.999,8,3,"1,5","Conversations with colleagues and friends.","My thought process involved reflecting on conversations I've had, especially over the last week, about the George Floyd murder, as well as Ahmaud Arbery before that, and Laquan McDonald before that. We are at a tipping point in the US. Things must change or they will continue to devolve and break down. We must find a way to heal, at all costs. My conversations with black friends have focused on how to do this. My friends hold more hope than I do as a white person. There is an energy about this recent event. We can't go back. It's time to evolve.","One variable that I think can help with the reduction of bias as shown in my prediction is the possibility of a leadership change in November. If there are steps taken in response to Mr. Floyd's death to reform the police department and the laws protecting police from prosecution in some states, real progress can occur. If funds are funneled to communities of color to stabilize and rebuild, real progress can occur.",1,"I did not weigh it heavily in my predictions, but it does impact bias because the rate of recovery and rebuilding as well as funding and support could be affected by the COVID-19 situation, should it become worse again.",1,0,0,0,1,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1945",1945,"6/3/2020 16:30","6/3/2020 16:58",0,"73.93.130.62",100,1683,1,"6/3/2020 16:58","R_1jpQH7IMNPBrbQM",NA,NA,NA,NA,37.52810669,-121.9732056,"anonymous","EN",0,0,389.148,0,800000,1000000,1300000,1700000,800000,400000,200000,200000,200000,100000,50000,50000,48.825,114.425,117.579,14,22,1.696,11.135,13.1,5,1,2,NA,5,"analyst",2,10,NA,4,"usa",2,8,"no :)","5ea9c6541eb4f0121a911e1a","5ed7c6806cb9612735cc3980","5ed807f84ccf67311e2ae95a",1,"eafric","pred",-0.2,-0.21,-0.23,-0.22,-0.24,-0.21,-0.22,-0.19,-0.21,-0.21,-0.21,-0.21,11402,33.13,33.542,33.549,2,3,"F_2qf56vcGg0PwzfM","african_explicit_bias_updated.xlsx",40166,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",2.56,81.068,81.47,15,1.358,64.072,64.479,4,5,"1,2",NA,"Since of the currrent events, i thinkt that people will be much more understanding and aware of african americans and prefer them over rasicst white coutnerparts","I tried to weight everything equally, from news sources and my own understanding. I realized that people will embrace equality over rascism and be more welcoming. ",2,NA,1,1,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1946",1946,"6/3/2020 16:12","6/3/2020 16:58",0,"174.84.248.179",100,2781,1,"6/3/2020 16:58","R_RUFg84Y6Es2SjSx",NA,NA,NA,NA,46.4151001,-84.28540039,"anonymous","EN",0,0,8.568,0,100000,110000,130000,140000,160000,180000,200000,230000,270000,280000,290000,300000,11.59,189.934,194.439,16,66,4.199,7.761,10.618,3,2,1,NA,6,"retired",4,10,NA,2,"USA",3,6,"My data analysis was rudimentary","5dd3d082ed36493b905e87dc","5ed7c6806cb9612735cc3980","5ed8040b2fb618300cef8117",1,"eafric","pred",0.0486572486300607,-0.0108192727740673,-0.05331698108436,-0.0814302644493139,-0.0492111369308981,-0.0584548225230378,-0.0399562284128737,-0.0517046139159833,-0.0317945639600561,-0.0619502428239314,-0.0549442308505374,-0.00711385819103335,11403,188.781,610.213,611.782,2,3,"F_2cA805PjoBIzlkk","Copy of african_explicit_bias_updated.xlsx",42121,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",9.677,160.232,163.818,23,3.582,37.92,79.979,2,3,"5","Took averages from previous years, then averaged that with most recent information. Then added points due to the current unrest.","Assumed that the past predicts the present, but also assumed that there can be change over time, and due to current situations.","Added information about the current racial-related unrest. Did not consider COVID as a factor, or unemployment. ",2,NA,0,0,0,0,1,"Data-Driven",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1947",1947,"6/3/2020 16:30","6/3/2020 16:58",0,"66.190.250.168",100,1713,1,"6/3/2020 16:58","R_1N9BuyJUHecJxIX",NA,NA,NA,NA,42.33940125,-122.8475037,"anonymous","EN",0,0,20.756,0,1500000,1800000,2000000,21500000,2250000,2400000,2450000,2550000,2750000,2790000,2885000,2900000,17.458,216.033,222.059,47,33,3.447,15.745,18,3,1,2,NA,5,"Network Administrator",4,10,NA,3,"USA",2,4,NA,"5ddcbca2798297c203d13723","5ed7c6806cb9612735cc3980","5ed808418f29cf30e1b8a0da",1,"eafric","pred",0.1256,0.135,0.156,0.15,0.2,0.14,0.1,0.09,0.05,0.04,0.09,0.08,11408,12.053,18.892,20.335,3,1,"F_2WUqUsap9dytytA","african_explicit_bias_updated.xlsx",39859,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",37.651,89.317,90.938,15,13.169,162.747,214.692,9,5,"1",NA,"Given the current circumstances with the protests and riots I predicted that the explicit African American bias would increase over the next few months.  As the fall comes around with the election I think things will start to cool down on the African american bias and shift towards the election.  With the possible of things starting to heat back up next spring when the COVID 19 is expected to be no longer an issue.  ","I considered the current climates of the mass protests over the George Floyd murder.  Along with the up coming election in November with the possibility of how Covid 19 will be effecting behavior next spring.  ",1,"Over time I expect the virus to start going away and with the focus on the virus going away there will be more of a focus or increase on African American bias as more people start to come out. ",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1948",1948,"6/3/2020 16:30","6/3/2020 16:58",0,"104.172.55.221",100,1691,1,"6/3/2020 16:58","R_1MQXiAsC6gCyeEN",NA,NA,NA,NA,34.00849915,-117.8135986,"anonymous","EN",0,0,31.7,0,1000000,900000,895000,890000,900000,920000,930000,950000,945000,940000,950000,940000,31.898,104.084,104.627,15,22,4.298,8.094,10.946,3,2,1,NA,5,"Student",2,2,NA,3,"United States of America",2,4,"I though that this survey was very interesting and different from all the others that I have taken in the past. ","5ec4ce21488b5c3ae525e943","5ed7c6806cb9612735cc3980","5ed807f9c3b8623167a12d1e",1,"eafric","pred",0.03,0.07,0.1,0.13,0.15,0.1,0.11,0.13,0.12,0.14,0.15,0.17,11410,10.519,579.499,592.675,3,1,"F_pFOneZW2GcPraAV","african_explicit_bias_updated.xlsx",46011,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",60.164,112.361,121.484,12,17.901,200.092,298.315,8,5,"1",NA,"I believe that millennials nowadays are really letting their voices be heard with the Black Lives Matter movement. I chose a lot of positive numbers because I truly believe that in my life time we will finally see change and that all lives, black or white, will be equal. We are moving in the right direction to make this happen. I assume this because millennials are filled with diverse people and we can truly change the world together. ","As stated in my first answer, I believe that we can truly make a difference if we let our voices be heard. Racism has been around for decades, if not centuries. I think we young people are really moving towards the equality of all lives - most especially the African American community. Young people are the future generation and we are making a change by ensuring that all lives matter. ",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1949",1949,"6/3/2020 16:35","6/3/2020 16:59",0,"65.100.22.40",100,1450,1,"6/3/2020 16:59","R_3iwCZQPqzDffFWH",NA,NA,NA,NA,41.66220093,-91.51490021,"anonymous","EN",42.668,42.668,44.401,1,550000,500000,500000,400000,300000,200000,550000,450000,300000,200000,100000,50000,22.34,119.327,122.961,16,21,3.817,6.712,9.147,3,2,1,NA,2,"Student",4,10,NA,2,"USA",2,6,"N/A","5dba3bd280dbee08ac2b6527","5ed7c6806cb9612735cc3980","5ed8096cca05b82fddde8c34",1,"eafric","pred",-0.07,-0.07,-0.06,-0.05,-0.07,-0.05,-0.06,-0.08,-0.06,-0.03,-0.01,0.01,11419,32.043,32.043,32.045,1,3,"F_XBejJx7vTFZ0TYt","african_explicit_bias_updated.xlsx",40208,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",8.791,92.901,95.643,14,2.784,136.607,157.511,11,3,"1",NA,"I stayed in the general range that the past data shows.  The past data showed that Explicit African-American Bias has gone down around the time of COVID-19, so I predicted that it would go back up as COVID-19 subsides.","I considered COVID-19, and I predicted that explicit bias will rise as society goes back to normal.",1,"I think COVID-19 reduces explicit bias because it is viewed as a common hardship among all of society.",1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1950",1950,"6/3/2020 16:34","6/3/2020 16:59",0,"24.98.115.208",100,1499,1,"6/3/2020 16:59","R_1pnkamSkKQmzrGp",NA,NA,NA,NA,33.25410461,-84.27349854,"anonymous","EN",0,0,15.456,0,1500000,3500000,4750000,5500000,6000000,6200000,6500000,6750000,6950000,7200000,7350000,7500000,35.676,128.852,146.151,4,32,1.564,8.068,9.716,8,1,2,NA,3,"Audio engineer",3,3,NA,5,"United States of America",2,3,"No.","55ea70c37480920010aa9982","5ed7c6806cb9612735cc3980","5ed7fd4be923be2f3185ae31",1,"eafric","pred",-0.05,-0.03,0.02,0.03,0.03,0.07,0.11,0.12,0.14,0.11,0.09,0.08,11426,85.292,99.668,99.672,2,1,"F_bHnel2kI2hsosj7","african_explicit_bias_updated (1).xlsx",61452,"application/octet-stream",10.925,263.597,295.836,3,8.389,78.622,108.96,3,2,"1",NA,"I factored in the previous highs of 2017 and the recent trends.","I considered the current social climate and the ongoing protests. I also considering the upcoming presidential election.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1951",1951,"6/3/2020 16:23","6/3/2020 17:00",0,"73.107.18.149",100,2238,1,"6/3/2020 17:00","R_3svOkIva7vxoarU",NA,NA,NA,NA,26.62919617,-81.96800232,"anonymous","EN",0,0,19.414,0,750000,900000,1100000,1300000,1400000,1500000,1550000,1650000,1750000,1850000,2000000,2100000,10.182,85.095,112.93,2,54,1.692,5.882,7.139,4,1,2,NA,6,"Vice President of Information Technology",4,2,NA,2,"United States",2,8,"It was a bit challenging to make the predictions and calculations for assumptions.","5e7a6846f0f631000a4e2b9d","5ed7c6806cb9612735cc3980","5ed806a3ca52052e82a90e86",1,"eafric","pred",-0.073957620422001,-0.0645762042200105,-0.0615762042200105,-0.056157620422001,-0.047957620422001,-0.078957620422001,-0.0678957620422001,-0.0758957620422001,-0.078957620422001,-0.0858957620422001,-0.0428957620422001,-0.0788957620422001,11428,46.115,46.115,47.111,1,1,"F_0vOuaKXPMqPRstP","african_explicit_bias_updated.xlsx",40182,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",10.047,10.047,10.05,1,3.301,68.368,134.455,3,2,"1,2,3",NA,"I took some averages of the data and expected that recent developments would be impacting things for a while and causing some shifting in both directions, before things start to change again late this year or early next.","I took into account the COVID pandemic as well as the job losses and high unemployment of lower skilled, non-essential jobs.  The recent Black Lives Matter demonstrations and problems around the country are also expected impacts to the trend.",1,"I think once the situation stabilizes and jobs resume, businesses open, things will change and the trend will go the other way.",1,1,1,0,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1952",1952,"6/3/2020 16:24","6/3/2020 17:00",0,"98.13.29.71",100,2145,1,"6/3/2020 17:00","R_1dHrIxnnTjXKZSj",NA,NA,NA,NA,43.1697998,-77.60070038,"anonymous","EN",0,0,20.615,0,80000,90000,110000,130000,150000,20000,250000,300000,325000,350000,360000,370000,16.137,101.002,108.114,12,18,3.691,5.766,7.51,3,2,1,NA,2,"student",2,1,NA,2,"USA",1,2,"NO","5eb6fde993779f09b135d725","5ed7c6806cb9612735cc3980","5ed806feb7d13e2fdb6ef798",1,"eafric","pred",0.25,0.23,0.22,0.2,0.2,0.19,0.17,0.19,0.19,0.18,0.18,0.17,11429,13.2,13.2,13.2,1,3,"F_5pzuhWZL1AOHZHb","african_explicit_bias_updated.xlsx",40174,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",88.618,121.7,135.262,14,2.215,87.09,92.059,5,2,"1",NA,"Watching the news to see the police brutality on African Americans. ","Reading the news to see how the president views the current protests for African Americans. ",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1953",1953,"6/3/2020 16:30","6/3/2020 17:00",0,"104.181.3.100",100,1830,1,"6/3/2020 17:00","R_xi9WeNbdz7oDLRT",NA,NA,NA,NA,29.87719727,-95.69380188,"anonymous","EN",8.175,16.75,22.051,6,1500000,2000000,2300000,2500000,3000000,3300000,3500000,3800000,4000000,4200000,4400000,4500000,249.535,336.852,344.11,12,20,4.478,6.908,9.085,3,1,2,NA,3,"Full-time Student",2,5,NA,2,"United States",1,6,"I was a little confused on how the data for the excel sheets was to be completed.","5e9a1bc75f9e400a57325fb9","5ed7c6806cb9612735cc3980","5ed80855cc99e513359304d4",1,"eafric","pred",-0.06,-0.08,-0.08,-0.07,-0.07,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,-0.06,11431,3.062,124.802,467.282,12,3,"F_1cYwUconr9YYZVT","african_explicit_bias_updated.xlsx",40176,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",87.536,136.228,150.07,13,13.827,81.363,120.65,3,3,"1",NA,"I feel like there will be a general outputting of support of African-Americans after the death of George Floyd, but the country will go back to normal in a few months, barring any major changes.","I considered the death of George Floyd as an factor in my predictions.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1954",1954,"6/3/2020 15:58","6/3/2020 17:01",0,"173.66.222.43",100,3784,1,"6/3/2020 17:01","R_1oAB2nkPW7DAmfI",NA,NA,NA,NA,38.96350098,-76.96720123,"anonymous","EN",3.37,20.1,21.739,10,1000000,1200000,1300000,1400000,1800000,220000,2400000,2600000,3000000,3100000,3150000,3175000,4.759,220.808,221.594,40,35,1.727,8.037,8.7,7,2,1,NA,6,"office assistant",3,3,NA,1,"United States of America",1,2,"It wasn't really clear if the total for Covid was supposed to be total cases (which I did) or new cases. And the graph saying worldwide didn't make it seem like US numbers but I went with it. Also, it doesn't say how many decimal places were wanted in the predictions so I might have done that wrong and would have liked something that was more like (increase/decrease with options for slightly, moderately, greatly) instead of actual numbers.","5bcb1a815c2b810001dc2cf7","5ed7c6806cb9612735cc3980","5ed800d91120382fb3232011",1,"eafric","pred",-0.08,-0.1,-0.09,-0.08,-0.06,-0.07,-0.09,-0.04,-0.01,-0.03,-0.04,-0.04,11439,56.47,186.577,187.328,16,1,"F_3QDVezpYmdMzuX4","african_explicit_bias_updated.xlsx",40193,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",2.869,1150.092,1151.36,65,4.255,578.638,579.488,13,4,"5","a hybrid of intuition based on previous statistical trends and past/future events","My general thought process involved looking at trends in the data and modeling my forecast after that with the idea that I didn't have to have a reason for the trend as long as it looked like a trend. For example, past years data seemed to show a spike in January, May, and September in multiple years. I didn't go looking for data for why that was but did incorporate that into my predictions. Additionally, the general trend when from positive numbers to negative, so I would need something significant to justify any prediction that was outside of a negative number.
","Other data I considered were general events that happened in the country. For example, January 2017 was the inauguration of Donald Trump, and January of 2020 was his impeachment trial. Given that there were spikes at both, and January of 2017 was one of the highest data points, I thought January 2021 would reflect feelings about whatever happens in November of 2020. Additionally, given the current events pushing Black lives matter to the forefront, and people striving for (at least performative) solidarity, I see the explicit racism that flourished under the Trump presidency declining over the next few months, especially June 2020. There may be spikes in fall 2020 due to the election but I think whatever the outcome, the rate will not spike above 1/into the positive. As far as other things, like Covid-19 or unemployment, people seem currently aware of where blame for that lies, so those and other events felt like minor things that might shift the number at the thousandths or farther decimal place, but I am not equipped to estimate to that precision. ",2,NA,0,0,0,0,1,"Data-Driven",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1955",1955,"6/3/2020 16:32","6/3/2020 17:01",0,"76.31.175.246",100,1781,1,"6/3/2020 17:01","R_3paH1hHLCZAw9Kp",NA,NA,NA,NA,30.17070007,-95.50189972,"anonymous","EN",0,0,22.427,0,1000000,2000000,2500000,3000000,3250000,3500000,3750000,4000000,4100000,4200000,4300000,4400000,16.4,129.742,138.97,13,27,3.367,6.332,8.096,3,1,2,NA,5,"Engineer",6,10,NA,1,"USA",2,7,"It was interesting, I had never completed a study before where I actually had to do some data analysis. I was very engaged with the study.","5e7ccba0726b2a32587ab3db","5ed7c6806cb9612735cc3980","5ed808c365b9ae13b26c661e",1,"eafric","pred",-0.102115008,-0.105377107,-0.108533977,-0.111796076,-0.115058175,-0.118215044999999,-0.121477144,-0.124634014,-0.127896112999999,-0.131158212,-0.134104624,-0.137366723,11443,71.302,71.302,71.202,1,3,"F_D0mToQT3ijgB6oh","african_explicit_bias_updated (1).xlsx",41951,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",5.86,107.402,109.766,13,2.28,118.815,153.286,2,4,"4",NA,"I used a linear regression to forecast my prediction. I wanted to have a data-driven approach. I used excel to make a trendline and then I used the equation of the line to calculate the forecast for future months.","I did not. It has seemed that in the past, single-shot events have not had such a big influence in changing these sentiments. That is why I used an undisturbed linear regression to make the prediction.",2,NA,0,0,0,1,0,"Data-Driven",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1956",1956,"6/3/2020 15:53","6/3/2020 17:01",0,"67.54.152.152",100,4132,1,"6/3/2020 17:01","R_w6R4yn1mHQZsvUR",NA,NA,NA,NA,34.28619385,-119.2263947,"anonymous","EN",0,0,29.907,0,800000,1000000,1800000,2000000,2100000,2300000,2700000,3000000,3500000,4000000,4200000,4300000,104.245,2121.262,2181.567,7,27,4.501,7.224,13.906,3,1,2,NA,6,NA,4,10,NA,1,"United States of America",3,NA,NA,"5e02fea79b92b1e3b4d7f133","5ed7c6806cb9612735cc3980","5ed7ff0a33842a108a04e769",1,"eafric","pred",-0.08,-0.05,-0.03,-0.04,-0.05,-0.06,-0.05,-0.06,-0.07,-0.08,-0.08,-0.08,11445,23.696,44.263,665.932,2,3,"F_3M6BBRuFagQ8Z51","african_explicit_bias_estimate.ods",44986,"application/vnd.oasis.opendocument.spreadsheet",2.089,39.716,80.85,3,2.008,319.247,378.67,8,1,"1",NA,"I think racial sensitivity will be an issue at the forefront for the foreseeable future. I think that while implicit bias will increase from the protests, explicit bias will steadily go down after a slight jump due to ""violent protests.""","I've considered how network coverage and public responses to peaceful protests have changed in tone since the last major #blm based protest in 2014. I was surprised to see Fox news anchors condemning the police shown in the video of George Floyd's killing. I just feel that the ""moderate"" and ""socially acceptable"" position on racism has shifted a bit more and feel that this will influence people's reporting on their explicit bias in surveys. ",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1957",1957,"6/3/2020 16:27","6/3/2020 17:01",0,"108.16.249.126",100,2087,1,"6/3/2020 17:01","R_25L8giqIgHl5YBy",NA,NA,NA,NA,39.77929688,-75.69460297,"anonymous","EN",0,0,64.248,0,1600000,2300000,2500000,2700000,2750000,2780000,2785000,2786000,2786200,2786250,2786252,2786254,111.999,372.668,393.315,22,19,2.412,7.118,9.142,5,2,1,NA,3,"student",8,2,NA,3,"United States",2,8,"No","5eb755b2d573b568ce62229f","5ed7c6806cb9612735cc3980","5ed807733ff7b82fb53754c6",1,"eafric","pred",-0.1,-0.19,-0.2,-0.21,-0.23,-0.23,-0.23,-0.22,-0.21,-0.22,-0.23,-0.23,11447,45.481,45.481,45.482,1,1,"F_33D8DKRaKym4jM9","prolific 2.numbers",764652,"application/x-iwork-numbers-sffnumbers",5.332,93.473,103.244,10,46.009,116.149,153.334,5,2,"1",NA,"The data showed the graph gradually lowering so I assumed it would keep going lower.","I think the current Black Lives Matter movement will help educate more people on equality and therefore lower the amount of explicit African-American bias.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1958",1958,"6/3/2020 16:21","6/3/2020 17:02",0,"70.189.118.227",100,2442,1,"6/3/2020 17:02","R_3G2gTAOZREh2BQl",NA,NA,NA,NA,36.28619385,-95.8227005,"anonymous","EN",4.085,4.085,14.786,1,100000,200000,250000,270000,275000,280000,300000,315000,320000,325000,333000,340000,16.849,77.5,97.773,2,25,1.347,7.21,10.343,4,1,2,NA,2,"Software Engineer",1,10,NA,5,"United States of America",3,4,"I may have completed the first spreadsheet improperly due to misunderstanding the trends, but I think my answers still apply.","5d375cdbca3e5500183e36e4","5ed7c6806cb9612735cc3980","5ed8062357af4a1302c0e5f2",1,"eafric","pred",0.1,0.07,0.06,0.08,0.085,0.1,0.11,0.1,0.05,0.04,0.09,0.1,11450,46.717,137.429,138.993,2,3,"F_2XnvKdoCd2iGgDR","african_explicit_bias_updated.xlsx",22190,"application/octet-stream",360.595,410.088,413.059,5,3.156,322.056,441.404,18,2,"1,4",NA,"Based on the provided past data of explicit bias, it seems to also be on a reliable trend. Near the first of the year, it trends downwards (Possibly due to black history month). Near the middle of the year, it trends upwards. Perhaps the warmer weather affects people to be more angry and explicitly biased? Then near the end of the year, explicit bias trends downwards. Maybe this has something to do with those year-end months being more ""Generous"", ""Kind"", and ""Giving"".","The current riots will probably make the general trend go downwards for a little while, but it will eventually rise back up and go back to normal amounts as usual.
However, what I didn't include in my predictions as I don't think it's a proper assumption or guess, is that the trend may go even further downwards towards the end of the month, depending on what democrats use against the current president (As of writing) in the presidential election. If they ""Go hard"" and use all of their possible ammunition against him, explicit bias may trend downwards as sympathy for black people increases.",2,NA,1,0,0,1,0,"Mixed",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1959",1959,"6/3/2020 15:26","6/3/2020 17:02",0,"74.102.235.188",100,5735,1,"6/3/2020 17:02","R_3dNhZdm6u4Ddc0s",NA,NA,NA,NA,40.71800232,-74.07330322,"anonymous","EN",0,0,78.311,0,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,18.264,59.941,97.412,8,37,4.938,8.172,9.604,3,2,1,NA,3,"Homemaker",3,9,"Believe in god but do not follow any particular faith",4,"USA",1,3,"Everything was okay with the study. Thank you for allowing me to participate. ","5de86cf9cdff8e7edaf31148","5ed7c6806cb9612735cc3980","5ed7f954d3e5b52f33a0a626",1,"eafric","pred",0.75,0.76,0.75,0.76,0.75,0.76,0.75,0.75,0.75,0.74,0.73,0.72,11453,28.128,28.128,28.13,1,3,"F_1Hq6BAZ0qABc6Ov","african_implicit_bias_updated.xlsx",40184,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",7.276,31.36,85.597,2,0.946,28.034,75.324,2,5,"5","Current events","Things will bounce for a little while then wane off like they usually do.","Current events with the riots and protests was on my mind during my charting. After awhile things will decline.",2,NA,0,0,0,0,1,"Data-Driven",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1960",1960,"6/3/2020 16:36","6/3/2020 17:02",0,"24.23.37.183",100,1541,1,"6/3/2020 17:02","R_3Op3UiStzDBnMpa",NA,NA,NA,NA,38.48190308,-121.4024048,"anonymous","EN",0,0,22.95,0,1000000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1850000,1880000,1900000,1910000,47.772,150.02,151.155,8,26,1.953,7.257,10.008,5,1,2,NA,3,"CSR",2,3,NA,4,"United States of America",2,1,"I think it is hard to gauge what is an appropriate number for each data. I feel like it is more appropriate to estimate the curve.","5c32e9588573070001641744","5ed7c6806cb9612735cc3980","5ed809e9cc49da137686d6de",1,"eafric","pred",-0.1,-0.12,0,-0.1,-0.05,-0.05,-0.2,-0.15,-0.11,-0.07,0,0.05,11456,12.744,12.744,12.745,1,1,"F_21G0i6dVYcCO35N","african_explicit_bias_updated (1).xlsx",39558,"application/octet-stream",189.694,281.862,320.997,5,1.734,1.734,153.038,1,4,"1",NA,"The country going through civil unrest. Thus support will be pourly out openly and people will appearing to be in support. So I think the explicit bia naturally will lower because more people and will put out awareness of what is happening to black people and they sympathize.","I considered that the current civil unrest and protest may influence what people openly think about the struggle of black people and throw in their support. BUT it will decrease over time when the movement weakens.",2,NA,1,0,0,0,0,"Intuition/Theory",0,0,0,1,NA,NA,0,0,NA,NA,NA
"1961",1961,"6/3/2020 16:24","6/3/2020 17:03",0,"73.209.85.36",100,2351,1,"6/3/2020 17:03","R_OMZtEspZ0jc4mul",NA,NA,NA,NA,41.8782959,-87.69069672,"anonymous","EN",0,0,18.47,0,625000,650000,668000,682000,695000,710000,720000,728000,735000,741000,746000,749000,21.244,160.751,167.106,28,26,5.473,12.963,14.576,3,1,2,NA,5,"Research assistant",2,10,NA,5,"USA",1,3,"No","5ea10343619cd50008df7213","5ed7c6806cb9612735cc3980","5ed806e53ff7b83012365e0b",1,"eafric","pred",0.1,0.09,0.09,0.08,0.07,0.02,0.01,0,0.04,0.03,0.05,0.06,11460,19.485,19.485,19.486,1,3,"F_2QgmycHHf7s9ant","african_explicit_bias_updated.xlsx",40217,"application/vnd.openxmlformats-officedocument.spreadsheetml.sheet",133.863,186.65,202.244,3,40.099,133.401,168.062,4,3,"1,4",NA,"Deep down in my mind I have a bad image about african americans, specially about their violent nature, kind of unconsciously. Recent incidents increased that","Riots and looting ",1,"They do not take this pandemic seriously, so that affects the entire society",1,0,0,1,0,"Mixed",0,1,0,0,NA,NA,1,0,"verify please",NA,"Despite how prejudiced their own opinion on the subject might be, that's not what we're coding for. We are coding whether or not they responded seriously to the questions."
